GAIpos,lemp,HHI,ltdc,lni,lprod
3.3167479,3.3322046,.42360216,9.9691525,15.708472,15.711684
1.312084,2.5649493,1,8.4974699,11.38436,11.438611
3.5589712,2.0049872,1,8.4081526,11.402869,11.451707
1.5543072,3.0032043,1,8.6964312,11.326262,11.395873
.92953503,.91629076,1,6.9262176,10.293162,10.327075
.32296419,2.5226038,1,8.4986305,12.198828,12.223247
1.9186548,3.3142223,.99394947,9.2027416,14.029009,14.036993
1.5956905,.63233507,.73614472,8.331048,11.798723,11.829436
1.0698607,.74003077,.85004884,7.477273,10.740367,10.777923
3.8052824,1.9600948,1,8.5901251,12.164488,12.192136
2.5073116,2.6741486,1,9.200139,14.008333,14.016462
.48444641,1.2068686,1,8.3132248,11.119231,11.17792
5.5815487,4.5549288,.96218061,8.938364,14.120788,14.126387
1.312084,.55961579,1,8.5179567,12.765205,12.779408
2.4265707,1.704748,.72124738,9.1209021,11.819483,11.884616
2.2237053,.22474228,.91635686,9.7517653,12.7159,12.766218
2.6202843,0,1,4.920898,10.291173,10.295815
2.2022614,1.947623,1,10.024344,14.336643,14.349957
1.0516593,.46310487,1,9.1769123,10.879235,11.046662
1.1506019,1.5040774,1,8.8596087,10.400538,10.594609
1.8033323,2.5336969,1,8.7077847,12.597269,12.617518
2.7909184,3.1755507,.64571565,10.904755,14.549641,14.575429
1.7877682,2.3978953,1,8.6660166,13.071774,13.083907
.24222314,1.5151272,1,7.2514639,10.610554,10.644731
.86699533,1.7148784,.95188028,8.053751,11.392105,11.426985
1.0698607,2.4765384,.98979098,7.5618286,9.5468369,9.6755638
5.4868798,1.2936307,1,8.7992611,11.413028,11.483727
1.6764315,.75,1,7.8029418,10.753909,10.804877
.62477207,2.6390574,.7508468,7.3890243,10.521758,10.564433
1.5956905,1.6094379,.78701305,8.6248617,10.565901,10.700042
.48444641,2.2836061,1,8.2347889,12.732538,12.74361
1.9400986,1.0581374,1,8.3133039,11.283545,11.333565
.24222314,.26082462,1,6.4473057,10.405141,10.424066
2.7909184,2.0794415,1,9.0076532,12.968967,12.987826
2.5073116,2.9177706,1,8.7349777,12.737684,12.755785
1.6764315,3.7086821,.66192919,9.2675514,13.481902,13.496576
1.6764315,2.0536108,.55281121,8.1100931,10.854115,10.916443
1.0698607,.83290911,.99075669,8.8221626,11.789157,11.839334
3.1138825,2.1425338,1,9.6152668,13.219192,13.246044
1.6978754,1.6686498,.69183278,7.9060454,13.23331,13.238155
.78625429,2.1972246,.54784226,7.0963826,12.963449,12.966275
.90837866,.78936607,.77943629,7.6748033,10.809014,10.851627
1.2313429,3.6109178,1,9.2180843,13.13686,13.15653
.78625429,1.5789787,1,8.4477968,11.700862,11.738789
1.2313429,2.1507151,1,8.0814714,12.312427,12.32686
1.6350483,1.3083328,.53222787,7.8362942,9.0935822,9.3438921
3.9412327,4.3829637,.54626459,9.3064375,12.842295,12.871013
1.4342084,.84372002,.38388655,9.0617714,12.2469,12.287439
4.3755336,3.0266008,.53054255,9.5893478,14.167107,14.177332
1.9400986,3.2958369,1,9.7252102,15.118967,15.123502
1.9600381,.84242886,1,8.5688381,11.754917,11.795419
.90837866,.050693113,1,6.6321969,10.621815,10.640153
.78625429,.74384028,1,8.2762489,11.468353,11.508617
2.5164633,.66268796,1,8.1146116,8.4950838,9.0159817
.62477207,.72367638,.50179541,6.9874849,10.396668,10.429202
1.0284774,1.3862944,1,9.10639,12.186013,12.230964
1.1506019,.1806535,1,6.8007741,8.7833958,8.9124117
.44508862,2.2407098,1,9.5549221,13.429359,13.449913
.70551318,1.686399,1,7.7472715,11.707872,11.726745
.62477207,.50138116,1,8.2086525,11.289178,11.334089
1.1899596,1.1631508,.8611179,8.3337803,11.835272,11.864979
.94773644,.6836018,.76881862,7.3152666,11.2226,11.242495
2.5880527,2.6738727,1,8.5340509,11.999465,12.030246
.080741048,2.8903718,1,8.0954351,11.472145,11.505734
2.5880527,.088010877,1,7.3056154,9.6029682,9.6987553
.54403102,.3357577,1,7.3493981,9.2623005,9.4000177
.080741048,.32930374,1,6.97721,10.447468,10.478103
.86699533,2.0074084,.6359176,8.7530451,11.671418,11.724031
1.1538444,2.2300143,1,8.0314817,10.344706,10.439054
2.9309564,2.2608252,.76779789,9.6346331,11.519759,11.661094
.94773644,2.0412204,1,8.9377184,11.998235,12.044033
.62477207,.13976194,1,7.9455462,10.281821,10.374115
4.0040598,4.2341065,.87476313,8.7631054,11.049847,11.146608
1.4342084,.52532005,1,9.1388235,11.408872,11.507184
2.5880527,4.318048,1,9.6660757,16.005934,16.007698
.86699533,1.3862944,.79501343,7.8292933,9.7093163,9.851325
.56518745,1.8484548,.52589262,8.1035805,11.844393,11.86785
.24222314,.95704871,1,7.7539544,10.656757,10.710174
1.3749111,1.4122057,1,7.26788,9.9578018,10.023483
1.312084,1.7917595,.95670336,7.9307861,11.01232,11.057187
1.3960675,5.4205351,1,9.5059862,14.432497,14.439722
1.8562171,1.4931288,1,8.7145329,13.320927,13.330865
1.8379138,.98207849,.73493022,7.4738421,9.3684826,9.5085688
.40370536,.3357577,1,7.8965325,11.204315,11.240258
1.3534672,2.2210495,.89104807,8.9490805,12.126445,12.167295
.86699533,.6836018,1,7.6062088,10.620864,10.668761
1.8379138,2.4798942,1,8.3031063,11.475587,11.516632
1.3928251,1.1323694,.50719279,7.9002285,8.6611204,9.0445099
1.2313429,1.7917595,1,8.0230951,10.532577,10.61075
1.8199998,.71930212,1,7.2512274,9.8312216,9.9042625
1.0284774,2.4632573,1,7.8662858,10.813794,10.864934
3.2753646,4.9126549,1,9.5635958,11.778378,11.881996
.24222314,1.0242479,1,7.3029141,11.385997,11.402712
2.2328568,.15529288,1,7.6206126,11.81953,11.83443
1.5543072,4.3438053,.93019402,8.5785952,13.894465,13.899367
.98911971,1.3673663,1,10.64307,13.05942,13.144906
.86699533,3.8372993,.78484571,8.2112865,12.072174,12.093004
.67816007,2.1860514,1,8.0539446,11.246026,11.28629
2.3458295,2.0014801,1,8.3794594,12.140265,12.163264
1.2313429,2.9704144,1,8.9023447,12.890014,12.908386
.84879398,1.5146875,1,7.4576998,10.325591,10.380855
1.9814819,1.2014697,.52961981,8.7091236,11.172386,11.25411
.24222314,1.0989456,1,9.0014362,13.030673,13.048305
1.4159049,1.7339538,1,9.035449,13.615192,13.625398
1.1717583,2.0224743,1,6.8042927,11.01899,11.033658
3.4368467,.72996116,.80780703,8.9075012,10.558993,10.734427
.84879398,.58778667,1,8.6055174,13.0347,13.046554
2.4051268,2.0541236,.59023619,8.5026798,7.9827576,8.9692822
1.5149494,.67650956,.72126216,8.2621298,12.223074,12.24194
.1614821,2.1459312,1,9.7315893,14.838456,14.844493
1.8199998,2.5257287,.6536423,8.8456011,11.99123,12.033369
2.4842319,.86836022,.51661247,7.8025904,11.541257,11.564764
.35519576,.69314718,.55257112,7.9243164,11.740887,11.762651
2.2022614,1.8082888,.81761432,8.3287611,11.164554,11.221569
1.2313429,.45742485,1,8.0981855,13.157988,13.164314
1.0731032,.11689375,1,8.5744791,11.069982,11.149213
1.4481364,2.4176979,.89783019,9.4030809,12.462268,12.508126
.86699533,2.6720777,1,8.4355536,10.787269,10.878211
1.1899596,3.4750671,.58944863,10.326191,15.717171,15.721718
2.6687937,.46184543,1,7.9344234,10.695824,10.75711
1.5956905,2.0794415,1,9.7826147,16.22197,16.223566
3.7276816,.0099503305,1,8.1911211,12.633051,12.644755
.98911971,.45868987,1,8.2257538,10.101642,10.244199
1.312084,4.4796071,1,7.8953118,13.227325,13.232148
2.3851874,2.4102728,.36094651,10.017941,13.348381,13.383533
.92953503,2.3452613,1,8.3846807,12.406099,12.423868
2.2328568,.9932518,1,8.2522087,8.2651358,8.9518404
2.263165,.34358969,1,8.8037491,11.146676,11.238385
.24222314,.45107561,1,7.8476725,9.9932976,10.10394
1.5956905,3.2809112,.36295187,10.201283,15.146204,15.153298
3.293668,1.723659,1,6.7557225,7.7149749,8.03936
1.8199998,1.1878434,1,9.001112,10.525327,10.722366
.78625429,3.5055573,.34676254,8.6041851,13.119731,13.130609
1.8379138,3.3596807,.89547229,9.3680429,14.325537,14.332542
2.5880527,1.7148784,.84796393,7.6700931,8.5892658,8.9249153
1.5149494,3.0831935,1,8.4871826,12.959063,12.970423
.56518745,2.5095992,1,6.2718859,10.142177,10.162814
.32296419,2.2925348,1,7.7997251,11.967041,11.982416
1.5956905,.60157996,1,7.6073308,9.5820189,9.711998
.40370536,4.1108737,1,9.9460087,13.754081,13.776029
1.312084,3.4177268,.9515264,9.5178318,14.561977,14.568404
1.3153265,2.587764,1,8.3063297,11.006485,11.071519
3.729605,5.2574954,1,9.8833408,14.292532,14.304624
1.798556,.026641931,1,8.7090359,12.236274,12.265236
.62477207,3.6027768,.83129638,8.6235332,11.614754,11.663759
2.2114129,2.1860514,1,8.2416811,11.410047,11.451259
1.879297,1.3350011,1,8.7815752,11.367317,11.439955
1.7571727,1.3007364,.7239036,8.7757206,10.981693,11.086183
1.9814819,1.6981812,.24997076,8.17381,11.446191,11.483406
1.0698607,2.0794415,1,7.9796052,12.224339,12.238576
1.4342084,.99399227,.85534823,8.7519302,12.765173,12.783087
2.3712592,.018821754,1,8.2972736,11.343603,11.390041
.1614821,.46875286,1,8.4533653,12.856658,12.86882
1.9600381,1.7751218,.39044219,8.2750864,10.033389,10.192389
1.0284774,1.1927096,1,7.9729776,10.17191,10.277101
2.062223,.29266962,.95980668,7.1002269,10.345542,10.383759
1.3928251,2.095561,1,8.5580111,10.800038,10.901008
1.2313429,1.0946043,1,7.5861363,10.247952,10.315443
2.8716593,4.0604429,1,8.9561768,14.012722,14.019069
2.8071961,.88087076,1,8.6323566,9.4562626,9.820013
2.4858677,2.1972246,1,9.454999,13.473022,13.49085
.24222314,1.9315214,1,7.3146315,10.205664,10.259697
.080741048,1.403643,1,7.5726948,10.600436,10.647725
1.8470654,2.3465064,.90685022,8.9016724,12.80163,12.821671
3.5589712,3.2108436,1,8.916256,10.695522,10.851467
1.9325829,3.0910425,.82581234,10.186457,14.962384,14.970779
.40370536,2.7850113,.61188972,0,12.655818,12.655822
.8992269,1.0296195,1,10.002506,13.568306,13.596188
.86699533,3.7864826,1,8.9091253,12.291914,12.325303
1.312084,2.6390574,1,8.3155136,12.142428,12.163971
.32296419,4.2278404,1,8.409936,13.58387,13.589516
.62965059,4.1789923,1,9.1415634,13.360658,13.375262
1.5956905,2.0668628,.37510321,8.8761129,11.956762,12.001669
1.312084,4.9628448,1,8.8870163,12.607995,12.631917
.40370536,.099845335,1,7.6661825,10.305112,10.374113
.080741048,1.1216775,1,8.7157812,13.190055,13.201389
1.3212358,2.1054747,.88791019,8.7667027,12.469466,12.493822
.080741048,.2143046,1,7.8206306,10.49379,10.560545
1.4342084,.10795714,1,8.7660189,10.984671,11.08791
.84879398,.48550782,1,8.9392939,11.78237,11.838983
1.2313429,.44532666,.45385954,8.4203691,10.144104,10.308261
2.5880527,3.7184381,.77870852,9.4456053,14.70491,14.710095
1.0284774,3.122365,.41377169,8.1481047,11.196098,11.242461
.1614821,2.2624919,.94204098,7.8497729,11.10413,11.142009
3.6397123,2.0219448,1,8.4499254,10.41189,10.543428
.98911971,.46624658,1,7.5132208,11.816186,11.829623
.080741048,1.0224509,1,8.2398949,12.586529,12.599396
.54403102,1.1314021,1,6.7990975,9.7758055,9.82551
1.5956905,1.5040774,1,9.1096869,13.920485,13.928593
1.312084,2.8390784,.58941799,8.1564474,10.613574,10.695781
1.3749111,.089840703,1,5.4004965,10.599015,10.604525
1.3673954,2.0360119,1,8.8431025,11.72436,11.77891
2.8716593,2.0281482,1,9.1082563,13.173074,13.190095
1.2313429,4.8243055,.96357644,9.3048563,13.522482,13.537108
2.8716593,2.2082744,1,8.7325974,11.306184,11.379678
.70551318,5.2781148,1,8.6629391,14.584693,14.58737
.40370536,.046883587,1,8.4995747,11.139153,11.208111
1.9600381,.31481075,1,8.499115,11.997927,12.027712
.62477207,3.2188759,.89152819,5.3805623,12.41482,12.415701
.84879398,1.9459101,1,7.6823168,11.008916,11.044201
2.062223,1.5896432,.65532631,7.634294,10.952057,10.98765
1.0698607,1.4483298,.48484308,8.2280121,11.686397,11.717392
1.4342084,1.8325815,1,9.6103735,14.233333,14.243109
.78625429,2.7725887,.30642903,9.0232229,13.733579,13.742539
3.1138825,.45679173,1,8.5536537,9.8558893,10.096419
1.9600381,1.686399,1,9.5277739,11.85511,11.948195
1.1092186,1.7708763,1,7.6220164,10.364756,10.42716
2.1215203,1.1281711,1,8.2323503,12.198483,12.217254
.56518745,1.3217559,1,6.2402081,9.6191778,9.6526918
1.5149494,2.1987789,.91748852,9.1772127,12.026617,12.082883
.70551318,.27155268,1,7.2173715,7.8687644,8.2883425
.62477207,2.1032801,.71580803,8.4873552,12.147265,12.172674
1.8199998,1.071926,1,9.1343269,10.111652,10.431064
1.4735662,1.5314764,1,8.7577324,12.59065,12.612065
.60657072,.70655686,1,8.5370035,11.651562,11.695003
3.3190978,1.9829307,1,9.6223936,13.780402,13.79592
1.5363933,3.3178158,.63013434,9.0624895,13.255788,13.270772
.1614821,.75,1,9.5114717,13.595154,13.611858
1.3928251,1.3877932,1,9.0941315,13.292809,13.307713
2.5880527,2.76001,.69294125,8.5669336,12.778081,12.792801
.84879398,1.644612,1,8.9410219,12.169579,12.208428
.62477207,.91629076,.54084116,8.0069885,11.012451,11.060781
1.1506019,.91828871,1,9.6527491,13.331298,13.356243
.62477207,1.0986123,.34665585,8.58041,11.948361,11.982241
2.9917581,3.6635616,1,9.0776339,11.918764,11.975484
.32296419,.013902905,1,7.627892,10.155335,10.232169
.52582967,.73572761,1,8.0505114,10.965609,11.01839
.54403102,1.2337258,1,7.6933503,11.015306,11.050754
1.312084,.35907206,1,8.2364712,11.618792,11.652196
1.5956905,.35837349,1,8.1229448,12.309967,12.325045
2.51454,.15956457,1,8.2501545,10.902648,10.970751
1.1506019,2.3266921,.59557134,8.5892534,11.491722,11.545156
1.312084,2.3418057,.23320384,8.3457317,10.89033,10.965905
1.9814819,.99065584,1,8.7131071,12.449348,12.472912
1.679674,2.916635,.63538134,8.2666016,11.796865,11.825742
1.7786165,1.1249295,1,7.2774739,10.501069,10.540109
.90837866,2.3978953,.47938448,8.795886,11.337444,11.413241
1.4735662,2.766319,1,8.7481747,12.721491,12.740127
1.7786165,.85185885,.81259733,8.3844681,11.328422,11.379739
1.2313429,3.8501475,.52342701,9.769393,15.253528,15.257671
.62477207,3.6888795,.96542239,8.8986359,11.998613,12.042679
2.3458295,1.8572351,1,7.8248787,11.214335,11.247506
.54403102,.76127303,.37359792,7.2323575,10.355656,10.398726
5.0648708,1.6996442,1,8.501503,11.188427,11.254299
1.6764315,4.5108595,1,9.0104885,13.107793,13.124274
.080741048,2.0898869,1,.00099954696,11.519938,11.519947
1.5956905,2.7080503,.96411747,9.2967329,12.164047,12.219341
3.8011944,5.0099149,1,8.4770765,13.032222,13.04268
2.1429641,1.2974632,1,8.2166872,11.683369,11.714111
1.7571727,1.6292405,1,8.6952438,12.722179,12.739851
.080741048,.67039019,.66576517,9.3752155,12.435519,12.481327
2.3637433,3.3672957,.68060887,9.0171471,13.415631,13.427853
3.6810956,2.9957323,.99994397,8.5890512,13.632901,13.639329
.1614821,1.8531681,1,7.9868979,11.524291,11.552964
.59741902,.86625981,1,7.9237905,11.426583,11.456252
2.130672,1.0021014,.89416385,8.6988735,11.146118,11.229109
1.5363933,1.4816046,.71779418,8.5856819,8.4126472,9.1960497
1.8685093,0,1,5.4535947,12.017299,12.018708
1.8199998,1.0715836,.89561838,9.5774145,13.450144,13.470733
.84879398,2.4136791,1,9.1080761,12.648749,12.67733
1.1506019,.75987083,1,8.2572069,10.613869,10.704382
1.5149494,1.8082888,.99747741,8.4046726,12.571298,12.586683
2.3458295,1.5475625,1,8.1621494,11.627147,11.657941
2.4265707,4.075841,.49062455,9.4301014,13.203202,13.225924
.70551318,2.9177706,.93498611,8.8576221,13.036582,13.05178
2.2599225,2.2717135,1,9.3016033,13.608315,13.621703
1.9814819,3.7704594,1,9.8723202,13.914693,13.932096
2.7495348,1.9686496,1,7.1700978,13.017506,13.020389
.54403102,1.2988284,.51878864,8.7356701,10.839888,10.954948
.84879398,.84372002,1,7.0975361,11.3681,11.381977
.54403102,2.8069901,.59459496,8.4761868,11.730427,11.76831
1.1506019,2.405232,1,9.3640528,12.623258,12.660957
.56518745,2.0249853,1,7.6485443,12.367869,12.376751
.54403102,2.9177706,.66863185,9.2729034,13.693721,13.705673
.080741048,3.0445225,1,9.0129366,12.112906,12.156971
1.2313429,1.2720052,1,7.6134405,11.064657,11.095872
2.6687937,1.2237754,1,8.0175686,8.3643532,8.899066
1.5181919,2.6026897,1,10.443904,14.227385,14.249873
2.7372427,2.9039459,1,8.6098089,12.474032,12.494795
.90837866,.71686369,1,8.1079464,9.2409668,9.5201569
4.3039446,3.440418,.84170067,9.8435078,15.096815,15.102032
3.47823,1.5096176,1,8.6793852,10.352023,10.524084
.94773644,3.9406104,1,8.3009491,10.906879,10.978115
3.1015904,2.6461749,.80167389,8.9335394,12.32297,12.356142
1.0731032,1.7358943,1,8.8927145,11.48551,11.557654
1.9814819,1.3083328,1,8.6121845,12.432598,12.454281
1.0698607,1.8245493,1,8.3905993,12.438626,12.455933
.40370536,2.0332668,1,7.4052439,12.288012,12.29556
.70551318,3.8501475,1,4.1221757,11.114187,11.115107
1.3960675,1.4350846,1,8.217741,12.130325,12.150117
.94773644,2.6878474,.9122349,9.4261227,11.607805,11.714731
.70551318,.067658648,1,6.0626225,8.2769032,8.3805714
1.6978754,1.1157972,1,8.7203207,12.895047,12.91031
.62477207,.34642255,1,6.8040357,9.3563147,9.4313335
1.8379138,1.5171033,1,8.033637,10.141756,10.256393
2.5972044,2.9704144,1,7.5261021,10.349743,10.407435
.24222314,2.272126,1,7.2791553,11.179744,11.199772
2.5698514,2.7278528,1,8.2887392,9.7463465,9.9556284
2.3851874,4.1688643,1,9.2469406,14.118082,14.125717
2.6687937,3.122365,1,9.2003908,12.484186,12.520987
2.6687937,2.272126,.94203216,8.4124203,11.728233,11.763894
.62477207,.68612254,.93401456,7.6295648,10.644337,10.692228
1.3928251,2.1724763,.48657581,8.1108389,11.18456,11.229772
.62477207,.85484076,.80020809,6.4368424,9.3895464,9.4404278
1.4342084,1.4816046,.58895743,8.5797768,9.7730179,10.037869
2.5073116,.43243155,.70924789,7.6729116,9.6909332,9.8157301
.6459285,2.2851336,.99834949,8.4516287,11.867617,11.899933
1.1717583,1.3537712,1,7.1361403,12.183324,12.189731
.32296419,4.897974,1,8.2666035,10.408587,10.51961
.54403102,.20375684,1,9.2211924,11.936412,12.000504
1.2313429,2.3223877,.44631016,8.7082081,12.101119,12.134177
1.5149494,3.138273,.91995704,9.2002382,13.255363,13.272548
2.5073116,1.9126488,1,8.9256392,13.538879,13.54875
1.1506019,5.0440702,1,7.4282379,12.253279,12.261273
2.3498154,.21752781,1,9.2797804,11.754592,11.835415
2.4265707,2.0412204,1,8.0279474,11.002672,11.052472
.080741048,3.2580965,.47933978,9.9936037,13.344975,13.379412
1.2313429,2.6390574,.61066824,8.6651106,11.849269,11.889848
.32296419,2.0890205,1,7.5306578,10.411299,10.46588
1.114097,2.3978953,.76579124,8.6432381,10.552352,10.690557
1.7571727,1.3244189,1,7.824614,11.595273,11.618049
.92038327,2.7107134,1,8.1467953,12.385214,12.399542
.52582967,4.0792308,.87359947,9.0929556,12.80729,12.831369
1.0698607,3.2733641,.95177388,7.4591961,10.994225,11.022965
2.0299914,.72270596,1,9.761838,12.652374,12.706433
2.3943391,.31188676,1,9.43822,11.875258,11.959065
4.4491482,2.3075726,1,8.5681963,11.482476,11.535299
.60657072,.16720791,1,7.2922668,9.8344049,9.9101601
1.6171343,2.6672282,.35085714,9.4618568,11.538427,11.65653
1.2404947,1.8881297,.36845985,8.9396143,10.866553,11.002477
1.9186548,2.5274072,1,8.6117754,13.035583,13.0475
1.5149494,.039220713,1,8.4777918,12.127019,12.152698
1.5149494,2.5632555,1,8.5900803,11.516247,11.568461
1.3749111,2.3321438,1,8.3539743,11.389435,11.436369
.70551318,1.3609766,1,9.5677147,13.001026,13.032796
.60657072,.28065747,1,8.3598452,10.407691,10.529035
1.8199998,2.442347,1,8.4044695,11.476794,11.522067
3.3167479,2.5176964,1,8.9343615,12.859268,12.878819
1.312084,.46373403,1,8.2787523,10.858743,10.931784
1.312084,2.6026897,1,8.9374704,13.130334,13.145324
2.4659283,.72319132,1,9.0803051,12.959805,12.980255
1.1506019,3.2425923,.55593497,8.9123459,12.726398,12.748217
1.3153265,.97380465,1,8.8846102,12.508481,12.53481
.62477207,.3155404,1,7.7605505,10.272576,10.350559
.40370536,.88994676,1,8.2856483,11.985474,12.009901
1.9814819,1.3797731,.95557344,9.4236841,13.440245,13.458099
2.062223,.034401428,1,8.430871,11.892126,11.923035
.70551318,1.1631508,1,7.5674968,10.760156,10.800398
1.5149494,.39136618,1,9.2416058,13.014869,13.037585
1.4859604,.14410034,1,7.6295276,11.068236,11.099837
.54403102,.83290911,1,7.7507553,11.448931,11.473397
1.4966459,3.8286414,.4327707,9.2978249,12.878169,12.905654
1.4481364,2.0511706,1,8.4123869,11.61554,11.65537
1.0731032,1.2101537,1,9.8913307,10.341409,10.834627
.32296419,.80110431,1,7.3590479,10.121162,10.182406
.98911971,1.2441546,1,9.2600002,11.078551,11.228918
1.8379138,5.358942,1,9.3540115,14.173522,14.181561
1.9400986,3.4657359,1,8.9766321,13.35157,13.36408
1.2131416,1.2237754,1,9.0589819,13.410854,13.423655
1.5149494,3.624341,.50717276,9.5665588,14.248808,14.258023
2.8179839,1.1499389,.5152902,8.1673737,10.564482,10.651559
.78625429,3.5553482,.70934922,9.9784756,15.834848,15.837706
1.2313429,1.4228673,1,7.8914628,10.994163,11.038111
1.1597536,2.325129,.88033152,8.6905575,13.238415,13.248949
1.697588,2.6261168,1,9.0813398,11.968456,12.022695
.56518745,1.1984576,1,7.491055,10.216277,10.279751
.84879398,1.5447928,.61126459,8.5458946,11.066451,11.143796
1.6764315,1.6677068,1,8.1855059,10.977773,11.037251
2.0208397,.48858002,1,7.9691873,10.631197,10.698676
.78625429,1.3357903,.74634379,8.6272011,12.304866,12.329834
1.7571727,.90946752,.86927623,8.3931923,9.2160568,9.5801249
2.1015809,1.5756743,.48080134,9.1326017,11.915386,11.975414
1.6764315,3.6635616,1,9.3900738,11.887251,11.966355
3.6003544,1.6411303,.72796559,9.0948362,12.477319,12.510718
1.5149494,1.856298,.77779496,9.3331928,14.579582,14.584835
1.3534672,1.5756743,1,8.8463001,12.669297,12.690924
.52582967,2.1715648,.58158767,8.8083887,11.862441,11.908529
1.3749111,.5538851,1,10.26408,12.870714,12.941901
.84879398,.29490593,1,7.6300993,10.150868,10.228198
3.0009098,1.8526977,1,8.578021,11.221517,11.290214
.86699533,.59773701,.88702375,7.7304554,10.537221,10.595867
1.312084,.87962675,1,8.282588,11.713109,11.744966
1.4342084,2.3795462,1,8.7928352,12.144557,12.178982
1.5149494,1.1229796,1,7.8877921,10.022825,10.134582
1.5956905,2.1162555,1,9.3966169,12.133253,12.196029
.84879398,.72706538,1,7.9550915,10.215033,10.314296
2.1429641,0,1,5.4004574,11.881662,11.883193
2.3276281,2.5802169,1,10.094112,14.975636,14.983193
1.9007409,1.3350011,1,8.0318108,10.485452,10.567935
.52582967,.39541477,1,7.0909195,9.345541,9.4453077
2.7372427,.38185525,1,7.100688,7.649375,8.1053476
.62477207,.56588185,.25769654,7.6183977,9.6018867,9.7307978
3.6973734,2.955431,1,8.2388754,13.05009,13.058195
.1614821,.46121511,1,8.1438541,8.6291523,9.1088047
2.8271356,2.3795462,.7986477,8.5338659,12.203574,12.228739
1.0698607,2.7080503,.6688354,8.7766876,12.952513,12.967758
1.3244781,.70852828,1,8.7569904,9.9813128,10.239017
1.3423922,.74526513,1,8.3632317,10.574977,10.678895
2.2114129,2.3125355,1,8.8764534,13.246175,13.25875
2.9432487,2.6026897,.5152477,8.9901791,11.999055,12.047223
2.1429641,.55675453,1,7.9825721,10.22802,10.328661
2.4444845,.71978909,1,8.0909824,10.87354,10.933581
.54403102,.58053821,.69806725,6.1370268,9.1209993,9.170352
1.8503079,4.2341065,.77717096,9.5933533,15.424082,15.427013
2.3044462,.21672298,1,6.9831882,8.3053188,8.5416288
1.9600381,3.2771447,.56935412,8.7582684,13.702343,13.709443
1.312084,1.3807791,1,7.985147,13.23486,13.240095
2.3851874,2.1860514,.52378184,9.1205206,11.746263,11.816149
.76805288,.79253995,1,8.8735619,11.861004,11.910191
1.2404947,1.5475625,1,9.2551003,12.655258,12.688082
3.4066408,1.5822723,1,9.3150387,8.9409351,9.8385267
1.312084,2.3872938,1,8.8264494,13.722848,13.730293
1.9492503,2.8823955,1,7.8504758,8.178545,8.7210512
.97996795,1.5454326,1,8.1463747,10.241553,10.3576
2.5466695,3.3322046,.56293362,9.3850565,14.73659,14.74132
.76805288,1.4487996,1,7.2324972,10.163798,10.215753
2.2114129,1.8389611,.50162077,8.503829,12.256231,12.279422
1.7965305,3.058707,1,9.0870628,13.183397,13.199894
2.3013058,.8020016,1,8.4519348,11.354418,11.407851
2.5880527,4.6539602,1,9.636939,15.309612,15.313046
.54403102,.80468857,.68376184,8.0605526,10.254848,10.360502
.70551318,3.8985527,.46264887,9.6692886,14.566298,14.573739
.32296419,.13190506,1,6.8504801,10.981857,10.99779
.46328998,.44916296,1,7.1724563,9.871274,9.9363918
1.9814819,2.7725887,.50503355,9.0310192,13.148166,13.164326
1.9186548,3.0445225,.41898903,8.7859144,13.370266,13.380424
2.6779456,.66680318,1,8.1521177,10.344781,10.450599
2.3637433,1.0296195,1,8.1506138,10.806652,10.874522
.40370536,2.3978953,1,8.773303,13.204314,13.216146
3.2953041,2.2300143,1,8.466938,11.775041,11.810973
.32296419,2.3025851,1,6.776844,9.8716869,9.9159737
1.879297,3.9608133,1,9.3360949,14.747597,14.752051
2.2237053,4.3040652,1,9.0709467,12.85675,12.879187
1.3749111,.51102561,.57039535,7.5503817,11.125536,11.153162
1.0698607,2.6672282,1,9.8086538,12.48257,12.549276
.86699533,2.7646196,.44106293,8.974268,13.90803,13.915203
2.9110169,4.3040652,1,8.5787449,13.023636,13.035306
1.1506019,2.0794415,1,8.8231649,12.073118,12.111161
1.2313429,2.0918641,1,8.0391273,10.333917,10.429937
1.5956905,1.2383742,1,9.3771181,12.027436,12.095682
1.4556522,1.936581,1,7.6051035,9.9665089,10.056613
1.0698607,1.0942695,.47189748,7.0338058,9.6079521,9.681406
.78625429,.8666802,1,7.2459998,10.240067,10.288937
1.8379138,3.7909846,.83722359,9.5595131,11.559348,11.686296
1.0698607,2.1162555,.92274439,10.468319,12.772251,12.867439
.1614821,.47623417,1,8.0203209,10.480616,10.562573
2.9309564,1.7749523,.4079681,8.3681049,9.159152,9.5330372
1.1506019,1.3029127,1,8.4723797,13.926128,13.930399
.080741048,2.8791986,1,9.6618481,13.221001,13.249066
2.2237053,1.5447928,.54634428,9.4960623,12.921473,12.95349
3.3744092,1.4724721,.54916179,9.1564703,13.768525,13.778407
.68731183,3.6532524,1,8.8738518,12.729014,12.749964
1.2313429,.97115761,1,8.5192251,11.395425,11.450243
.70551318,2.5309153,1,8.8389616,12.194172,12.228478
.080741048,1.5851452,1,8.4362707,12.062487,12.088756
1.0698607,2.2925348,1,7.5897236,10.824016,10.862648
2.3200102,3.972177,1,9.336215,14.355896,14.36248
.62477207,2.442347,1,9.1723928,11.362703,11.468758
.90837866,.69164604,1,9.6400671,12.721352,12.76623
.86699533,.31626952,1,7.8125873,9.2301426,9.4471121
1.1506019,.71196896,1,8.0047426,10.532914,10.609694
