GAIpos,lemp,HHI,ltdc,lni,lprod
1.1092186,4.6793494,.84958768,9.3748798,16.205618,16.206697
1.9186548,1.4868182,1,8.2840452,10.789209,10.867708
1.8411562,.27763173,1,7.9526162,11.376475,11.408543
2.6687937,3.8794999,1,9.3698969,12.898889,12.927801
.98911971,2.3125355,.407033,8.4257793,12.068539,12.094382
1.9814819,3.3322046,.7727105,8.8719978,11.950632,11.995626
1.2313429,4.8481164,.3641066,9.6784372,16.535994,16.537045
.67816007,5.1298985,.31195375,9.7768402,14.092133,14.105407
2.728091,1.954445,1,8.8844404,13.11706,13.13147
2.0407791,1.7573406,.5434317,8.6263456,10.976286,11.067383
.98911971,2.0135689,1,8.7280588,13.007703,13.021456
2.979466,1.2270055,1,7.9866457,12.608992,12.618773
.72666961,3.4271901,.50267446,8.9916525,13.833024,13.840889
1.312084,6.3355861,.81326026,8.380023,10.724757,10.816308
2.6867077,3.7841897,1,9.4041376,14.26041,14.26816
1.9186548,1.7578579,.57217765,8.32234,12.444767,12.460842
1.8772715,5.9939613,1,9.3217802,14.381961,14.388285
2.5164633,1.1872334,1,8.3443499,10.962365,11.032775
.54403102,1.0814661,.51717448,7.193419,9.4938641,9.5893688
1.5543072,1.118088,1,7.7444544,8.638525,8.9813967
.8992269,1.4235902,.81790847,7.8281112,11.423223,11.450311
.56518745,2.0149031,1,9.2573061,13.054618,13.076801
1.1506019,1.2527629,1,7.2030506,11.464869,11.478868
1.5543072,2.9957323,.40614715,9.1056709,12.239512,12.282141
1.3928251,1.3817842,1,9.0980492,12.017401,12.069963
1.6171343,2.0573237,.82298607,9.7117405,13.369998,13.395449
1.6978754,2.6448975,.50725353,8.2977839,12.571477,12.585311
2.0440216,4.3956828,.60382038,10.00923,13.879425,13.900064
3.5589712,2.3978953,1,8.5218124,12.325257,12.347306
1.8685093,2.3633978,.50466645,9.3571148,14.081203,14.090043
.24222314,1.5040774,.94329232,9.5564861,11.8751,11.968964
3.5589712,2.9183111,.40236929,8.5481853,13.085702,13.096345
1.1538444,.68813461,1,9.2562914,9.4043159,10.026187
2.2830024,1.704748,.3974508,8.2398338,8.4194336,9.0268068
1.2524993,5.5872488,1,9.6410894,14.735794,14.741904
.54403102,1.1314021,.47275883,7.823113,10.278081,10.360458
1.5363933,.76080585,.94914514,9.1033735,11.90344,11.962468
4.3684072,1.1568812,.69450825,7.4311824,10.787806,10.822065
1.3928251,2.587764,.51734644,8.5447893,11.666513,11.70965
1.6978754,4.0604429,1,9.4506979,14.203265,14.211858
2.2237053,3.4657359,1,8.883935,13.289141,13.301281
2.2830024,2.3978953,1,8.6440754,12.926188,12.939908
1.2313429,4.2682977,.95480853,9.9369707,14.325737,14.338077
.70551318,5.3881578,1,10.057731,15.389183,15.394009
2.1198843,1.8806857,1,8.5063887,11.797295,11.833838
2.4659283,4.2626801,1,9.7934275,15.750216,15.7528
1.312084,1.5344988,.60191578,8.5132799,11.733358,11.772533
1.0698607,1.6667629,.55351502,8.1296663,11.450352,11.485842
1.9993958,3.4468079,1,9.1338282,14.68177,14.685658
3.2200532,2.6667421,.99970859,8.8650684,13.144841,13.158591
1.3928251,2.141242,1,8.2071943,11.166215,11.216784
1.1092186,1.7917595,1,7.8181853,11.320683,11.35036
1.6350483,4.5086594,.48881331,9.5281973,15.387454,15.390304
2.5252256,2.0668628,.82309216,8.1887875,10.823791,10.893054
1.3928251,2.4874866,.27790365,7.1983232,11.826716,11.836439
3.1946235,2.7725887,.54341745,9.3309479,13.818174,13.829364
1.9278065,1.4447991,.5740934,8.2452297,9.3669453,9.648901
4.7096748,3.440418,.89591634,9.2868462,11.931643,12.000254
.78625429,1.10194,.32673889,8.5661402,11.002045,11.085943
.94773644,.71441931,.40646917,6.4759569,10.493383,10.511222
2.5880527,.6749832,1,7.8286414,9.5543556,9.7182121
1.312084,.67701781,.96830499,8.2124176,11.890773,11.915723
.46328998,1.5234442,1,8.6854839,10.894645,10.998817
3.1138825,2.9123507,.22552285,9.4360199,12.90122,12.932008
.54403102,1.2464575,.76335108,8.4373045,10.150035,10.315866
1.1506019,1.2725656,.51766008,7.7183676,10.213212,10.292494
1.2707007,4.1526136,1,10.12579,14.991701,14.999376
2.4659283,1.9410412,1,8.4472303,12.3308,12.351169
1.312084,4.2195077,.94313645,8.0952578,13.436688,13.441466
1.7965305,3.4171364,1,9.10604,14.415446,14.420379
3.1946235,1.6094379,.45766902,7.9823837,9.1526756,9.4229136
1.0284774,.74668795,.81374735,7.8498034,10.804665,10.855439
4.255435,2.2244072,.48327702,9.0665207,13.626785,13.63719
.98911971,2.3007834,.41034603,8.573801,13.015967,13.027669
2.6274104,4.1789923,.30139378,9.6155167,14.510489,14.517946
2.5666089,3.063391,.65975499,8.7389135,12.347142,12.373881
.46328998,.95704871,.60459471,7.6102686,11.711452,11.727869
1.3928251,3.2027464,.53558522,9.0678225,13.161348,13.177892
1.0284774,2.5952547,.4674077,8.863287,12.747275,12.767635
1.0698607,1.8296973,1,8.7115135,11.092854,11.181255
2.8374023,2.8068089,1,9.263073,12.95513,12.979745
1.9186548,1.5892352,.56782061,9.2669611,11.454247,11.560606
2.263063,1.1844841,.78174418,8.2346611,12.525277,12.538881
1.7157893,2.1747518,.90189397,8.3690376,11.446775,11.491809
1.9814819,3.0955777,1,8.9925556,11.785501,11.84494
.70551318,1.856298,.56383938,7.6626744,10.609995,10.661144
2.6059666,3.8155122,.86591339,9.5457239,14.62481,14.631017
1.1092186,3.1904764,.62047476,8.8310442,14.136168,14.141123
3.729605,3.1604414,1,9.2554998,13.869369,13.879232
3.8497038,2.8929241,.4065001,9.1743355,13.975644,13.983829
1.2404947,.27914575,1,8.5669451,10.315939,10.476313
.62477207,1.3347379,.62096661,8.2571115,10.383194,10.495901
.68731183,2.6390574,1,8.4193735,13.439218,13.445801
2.47508,2.1041341,.60749704,8.5022669,12.959846,12.971371
1.4019768,2.9118614,.56757188,9.1416636,13.983565,13.991426
1.2866542,3.3809946,.63037682,9.28864,12.324305,12.371229
2.2830024,5.6058021,.51718664,9.8068285,15.645689,15.648597
1.5543072,4.3732381,1,9.7242899,16.357086,16.358402
1.6171343,3.400964,1,9.5388899,14.441628,14.449026
1.312084,3.5582011,1,9.5130119,12.860947,12.895499
1.1506019,1.057443,1,8.0181408,11.83798,11.859674
1.1506019,1.4816046,.94548339,6.5833511,10.167632,10.195011
3.1230342,.40812823,1,6.5650558,6.4178209,7.1872931
1.5363933,.70606339,.78280336,8.5319118,10.889541,10.97997
2.1429641,1.4809225,1,8.3154421,11.489701,11.530675
1.6978754,.63498825,.48695421,8.1015921,11.067721,11.117941
2.2237053,1.8123788,.89265943,8.8057623,11.686887,11.741444
.46328998,1.3711808,1,7.7998672,10.200402,10.287193
2.8481898,4.7791233,.23955207,9.7108526,16.117796,16.119444
2.3044462,1.0581374,1,8.2507601,11.264413,11.312357
1.1506019,2.6165926,.93067706,9.1119604,14.207553,14.213658
1.6764315,1.6388025,.95777416,9.1969128,13.994646,14.00286
1.5956905,1.0097811,.68224204,8.2829552,12.20006,12.219763
1.6171343,2.4248028,.7394318,8.5138922,13.016665,13.027683
1.6350483,2.6292956,.53530818,8.7948942,12.595716,12.617822
1.1506019,.78070009,.36318025,7.3237457,10.18383,10.239514
.54403102,3.2188759,1,9.1061592,12.928943,12.950574
2.2507708,4.4998097,1,9.5401754,13.642765,13.65916
1.2313429,3.1570003,.50991893,8.835886,13.596817,13.605338
2.3529558,1.3350011,.31699312,7.7929802,10.728883,10.780605
2.6473498,2.4795589,1,8.106534,11.832944,11.856738
.72666961,4.2822065,1,9.1583385,13.740317,13.7505
1.2404947,.019802628,1,8.3670387,11.022784,11.090673
.54403102,1.341297,1,7.3532658,12.65342,12.658399
.86699533,1.9294903,.39747033,8.5730896,13.279368,13.288366
1.5543072,4.7957907,.34364945,9.0827017,15.373094,15.374947
.78625429,2.2925348,.71293938,8.4437981,11.748006,11.784076
2.728091,3.2052636,.54001009,9.0272303,12.119228,12.163639
2.3637433,3.7055891,.99910194,9.3415165,13.699838,13.712557
3.0924387,2.5952547,1,8.5080004,12.301993,12.324249
2.3637433,2.1246538,.52631748,8.8318272,13.186153,13.198923
2.0407791,2.5176964,.52147561,9.1438055,12.940763,12.962955
1.1899596,3.0819099,.64669591,8.6332331,12.353296,12.37724
.94773644,.53062826,.4057464,7.567636,11.457233,11.47748
1.4735662,2.6871669,1,9.1638508,14.07067,14.078039
.70551318,.53473747,.86325037,7.4721546,11.025333,11.053565
2.1700296,3.309411,.98307729,9.1144524,14.5353,14.539714
1.5634589,3.856045,1,8.5131598,14.120788,14.124451
1.9993958,5.4997058,.50668067,9.9718695,16.349684,16.351381
.62477207,1.4816046,.60807669,7.0442381,10.754351,10.77853
.75890118,.81093019,.98038834,8.6304703,12.235781,12.262596
1.5149494,1.6486586,.34205088,7.854682,10.768205,10.821066
3.8910871,3.9396381,.37606293,9.2730598,13.47532,13.49017
1.7571727,1.1065805,.53610414,7.8463798,11.136534,11.173105
.54403102,2.1282318,.81230366,7.8253107,10.270188,10.353368
4.0525694,1.8405496,1,9.1664934,13.971917,13.980069
2.1429641,1.974081,.51071113,8.5749626,13.987782,13.992231
2.1429641,1.1206999,.99192601,7.7513833,11.165866,11.19823
3.1715436,1.3862944,1,8.2276525,9.8268585,10.010893
1.4735662,3.9376907,.88281333,8.9083796,13.676531,13.684991
.86699533,1.686399,.66480213,8.3840895,12.026952,12.052793
2.7173033,2.5416019,.85012561,8.6199913,12.178061,12.206156
1.3960675,2.451005,.64867175,8.566144,11.223517,11.2913
.98911971,1.4078112,1,8.2214746,10.621108,10.707974
1.9600381,3.4011974,1,8.9141617,12.295308,12.328752
.94773644,1.5892352,1,8.400919,11.924371,11.953442
1.0284774,3.4658296,1,9.3405638,14.792458,14.796737
.70551318,2.3418057,.64795965,8.5494003,12.084379,12.113122
1.312084,2.8533044,1,8.8386011,11.702727,11.758193
.32296419,1.0986123,1,8.396718,11.057425,11.124989
.70551318,1.3812819,.38076428,8.6488848,13.185973,13.19662
1.4735662,1.9648721,.5583905,8.5314245,12.082603,12.110889
1.5956905,3.1385331,.31669843,9.104826,13.332193,13.346679
.62477207,1.3496304,.80141968,8.5260353,10.902359,10.991186
1.1092186,4.8283138,.43858683,9.3050804,13.76842,13.779878
3.1623921,4.4426513,1,9.3486624,14.91889,14.922692
2.062223,2.6246686,.55359644,8.2199392,12.607422,12.619777
1.7571727,2.2925348,.432174,8.8850126,12.789222,12.809178
.48444641,2.5649493,.91829664,7.5962,11.697777,11.714189
2.7888927,2.2541299,.98980963,8.6288052,13.125693,13.136775
1.1324005,.94856429,1,8.8170872,12.099845,12.136683
1.2313429,5.1416636,.90338564,9.4264755,15.553459,15.55564
1.9993958,6.0776424,1,9.3852062,15.222261,15.225174
1.1506019,2.0149031,1,7.8197227,11.097556,11.134573
1.2313429,5.358942,.30599678,9.6074772,15.689822,15.692102
1.2313429,3.3322046,1,8.1577654,11.729745,11.757458
2.6202843,4.2442002,.49836972,9.5049953,13.268831,13.291761
2.0407791,2.5113051,.43551028,8.3278217,12.028908,12.053305
1.9186548,2.4434769,1,8.9703226,12.750493,12.773055
1.7571727,2.0541236,.66077495,8.818409,12.942789,12.958834
.94773644,3.1612468,.39720401,8.5564718,10.692687,10.804318
3.2845163,1.7052934,1,9.084075,13.459435,13.471941
.40370536,.33289441,1,7.5372915,10.664052,10.706977
.94773644,7.6966672,.78755504,9.6088924,16.568726,16.569674
1.9993958,5.529429,1,8.9068136,14.868894,14.871465
1.1506019,.89363605,.48056835,8.1551123,11.581876,11.613852
.84879398,2.74084,.25249982,5.9664235,13.074612,13.07543
1.1899596,1.0557048,.94821388,8.1317787,11.864399,11.888047
.46328998,1.7917595,1,9.4381275,11.922918,12.00297
1.3928251,.27383667,1,8.2633743,12.335089,12.351994
.76805288,4.4434981,1,9.5003862,13.904864,13.917013
6.1972713,1.0732945,.32536054,7.2257247,10.871845,10.897603
1.5543072,4.6151204,1,9.5223417,13.532265,13.550237
3.0816507,2.0466599,.81137639,8.9321175,13.396455,13.407902
3.1138825,1.657847,.84741163,9.1912842,13.308014,13.324181
4.6754179,1.6509637,.68053037,8.3961849,12.863509,12.874922
.86699533,2.0281482,.9274382,8.9835186,11.684924,11.74988
1.3928251,2.0413501,1,8.5606623,12.010141,12.041409
1.3928251,2.442347,.47616389,8.3763113,11.727508,11.76195
3.8604915,5.0005851,.47728994,9.2708216,13.67318,13.685354
2.2416191,5.2933049,.80549717,9.9364214,14.608531,14.61784
1.6764315,2.5649493,.50041294,8.621233,12.562351,12.581592
1.0731032,.35837349,1,6.163228,9.6748285,9.7042408
1.6978754,.91709042,.29177564,7.4915195,10.660415,10.701605
1.7786165,1.9579799,1,8.6457472,11.873902,11.912767
.43593681,1.9235184,.82369787,8.713438,11.038823,11.132082
.78625429,1.8716483,1,8.2074108,12.162789,12.18176
3.9718282,4.2626801,.85519338,9.3239536,14.744125,14.748542
2.4265707,3.6136169,1,8.8674593,11.755733,11.809911
2.5466695,4.0395718,.50281715,9.8998022,15.244705,15.249466
1.1506019,1.9271641,1,9.0499086,13.969748,13.977021
4.5068097,.062035389,1,8.5346136,12.116486,12.143929
1.9993958,4.8598123,.62919563,8.808794,16.744568,16.744926
3.4368467,4.8903489,.59845948,11.190029,16.111206,16.118469
3.9809799,2.2925348,1,8.5354795,12.240221,12.26453
1.6764315,1.7336005,1,8.6965361,13.044656,13.057504
2.7586865,.22872794,1,7.9539571,10.878028,10.93035
.78625429,1.5997915,.66881758,6.3960052,10.475409,10.492185
1.1092186,2.5785487,.66683608,8.0333862,11.542976,11.572447
1.7157893,1.8033586,1,7.6571784,10.551341,10.605209
1.2313429,2.9704144,1,7.5171423,10.837108,10.872623
.86699533,1.5040774,1,9.1706619,12.582004,12.614468
2.5880527,.43825492,.62434417,7.2425346,10.494214,10.532193
1.4556522,2.0487247,.55362415,9.1000443,12.104787,12.15315
.62477207,1.5977701,.96676373,9.3089228,12.645442,12.680385
.78625429,1.6176045,1,8.2685909,12.225426,12.244369
2.3135979,2.7705867,.80667263,9.9667625,12.668287,12.733235
2.898725,2.6026156,1,9.7603598,12.889114,12.931955
2.062223,3.4011974,1,8.9259691,12.400272,12.430785
.62477207,1.6486586,.86061335,8.5561657,12.493883,12.513188
1.9993958,.64448202,.95165277,8.2682123,11.346391,11.391405
.94773644,1.4445633,.84441787,6.9116969,10.370665,10.401642
2.9524002,3.0910425,1,9.0598021,13.465482,13.477615
1.6171343,.95165789,.99062645,9.0430861,12.758959,12.783002
1.480368,2.5376573,1,9.4923563,13.372345,13.392786
2.3243856,2.721427,1,9.1294527,12.388091,12.425812
1.7786165,1.7613002,1,8.6496315,11.541756,11.595731
1.3534672,1.4816046,.64179283,8.0571728,11.138867,11.183727
.84879398,1.704748,1,6.0623384,11.24057,11.246192
.68731183,2.8213789,1,8.4802732,13.097491,13.107323
