GAI,lemp1,HHI,ltdc,lni
1.8824055,7.3026896,1,9.3310041,11.759786
1.2205234,7.2460017,1,8.597702,10.573213
1.5434877,8.1965075,.56730747,9.2468967,15.477731
3.0223217,4.1891742,1,7.8648157,11.341366
1.9492185,6.7794414,1,9.8392668,16.711864
4.0812097,.094829753,1,8.2600107,12.715282
1.6747638,4.1003432,1,8.3805008,10.361861
1.665612,9.2097597,1,7.6260448,13.19189
2.7387154,7.0801015,.67044878,10.052536,13.453201
1.2830631,7.0305891,1,8.5004978,12.327998
2.5863848,5.2306285,1,8.3675947,9.5865822
2.616693,3.846684,1,8.7661543,10.466127
.59575117,4.1723671,1,8.4203434,10.290891
1.9492185,7.9108434,.51018959,10.069452,15.159159
2.1735277,5.5944543,1,8.4231138,10.714085
1.1397823,8.2292976,.37103912,8.7187691,13.329868
2.1914418,7.9830518,.89335877,9.2444057,14.251828
2.9415808,6.3726006,1,8.4165478,9.7879648
2.3135662,7.6749172,1,8.6247864,12.492754
.91871548,7.0978951,1,6.1346922,10.073694
.67649221,6.8517623,1,7.5792403,11.900111
1.9492185,4.4892788,1,7.457571,9.3161411
.75723338,8.8271341,1,10.237381,13.642928
1.665612,7.9542427,.9466365,9.604784,14.722317
1.6688545,7.3602595,1,8.2289133,9.9938765
3.5481515,5.6520438,1,9.3958073,10.819778
2.2542689,1.8175964,1,6.8109536,11.87176
2.1520839,1.8526878,1,8.7103186,12.321738
.97830009,8.3270044,.83792275,8.6856899,11.665844
2.5649409,6.8747516,1,8.3068714,11.320142
2.232825,5.8999648,1,8.9338055,11.489145
2.1107006,5.842948,.74030626,8.7924566,10.420494
3.7489915,6.0527377,.25015238,9.0128479,11.58896
1.5041299,6.6459103,1,8.0666609,12.139848
1.7877364,5.3318038,.76955616,8.7103786,12.566973
2.8055282,.83676714,1,8.4230404,12.345069
.51501012,4.2138672,1,8.482583,11.791754
1.4627466,5.5398417,1,8.1783199,10.10753
3.5573034,7.5903716,1,7.516696,11.375329
2.9292886,3.6033857,1,5.8735986,8.6480455
2.415751,3.9449775,.96851182,7.2717218,10.188742
1.5848709,5.5368147,1,7.5848694,10.281034
3.6702759,8.6140213,1,8.6911144,14.05924
3.1607242,5.1200252,1,8.5293894,7.8160138
2.8393958,6.7412205,1,9.6813021,12.807652
.59575117,6.404748,1,7.3478575,10.266984
.43426907,5.8085628,1,7.5527344,10.673804
2.2005935,6.9789071,.92002523,9.283679,12.688906
3.9932404,7.8223648,1,9.0112648,7.5735312
2.2861109,7.7910423,1,9.9223652,14.8572
1.2527549,5.2306285,1,10.577644,14.133645
1.2205234,8.4808655,1,9.2283325,12.840693
1.665612,7.2649493,1,8.4385767,12.202807
.67649221,8.9713888,1,8.5784569,13.744246
.98317862,8.8911686,1,9.1472483,13.408719
1.9492185,6.6315212,.5787214,8.2229767,11.881726
1.665612,9.7814045,1,9.2577953,12.556796
.75723338,2.4650736,1,7.8406296,10.333905
.51501012,5.4889116,1,8.8058729,13.126686
2.1198523,6.8359399,.85180426,8.8490286,12.90694
.43426907,3.2560766,1,8.0682859,11.148161
1.7877364,2.545835,1,8.6242533,11.092976
1.202322,4.2299962,1,8.966136,12.260561
3.0223217,8.4280996,1,9.4986401,14.590698
1.3820055,7.8068261,.42286789,8.2010088,11.234296
.51501012,7.0123372,.89860314,7.9952006,11.46576
4.3575878,6.5783958,1,8.0300703,11.102443
1.3426478,4.2203498,1,7.5285611,11.29754
.43426907,5.2596159,1,8.1961031,12.426473
.89755905,5.4419374,1,6.7855525,9.9359064
1.9492185,5.9527631,1,9.388711,13.676387
1.665612,7.4212952,.59712625,8.26579,11.046276
1.7284391,2.3669558,1,5.4086413,10.656507
1.7209234,6.8424163,1,8.6555281,11.431509
3.2251873,6.4917593,1,8.7152033,13.118907
1.5848709,9.5481167,.96368331,9.1022406,13.663525
3.2251873,6.8041339,1,8.8290443,11.100496
1.7463531,7.6037812,1,9.0340414,10.762869
2.5772333,5.9527631,.33514979,8.6498833,11.713946
.75723338,1.7812288,1,7.5299239,11.623599
2.3135662,3.7084467,1,8.5747194,11.918764
1.665612,6.7668629,1,8.0174141,9.4476233
1.202322,6.6459103,1,7.93119,11.297192
2.415751,6.2120457,.70716286,7.8324718,10.925488
1.4233887,5.9748039,.70769012,8.2662239,11.634594
1.7877364,6.3094378,1,9.5634031,14.41858
1.1397823,7.4080501,.99071515,9.1722088,13.650636
3.4674106,3.8443339,1,7.5670595,9.9063835
2.3943071,6.5416603,1,9.2978535,12.0311
1.5434877,6.558639,1,7.698493,10.524521
2.4750483,5.3876319,1,8.2731619,12.713755
.91871548,5.7242479,1,6.1326799,7.6309466
1.8684775,6.8548965,.92561531,9.3840847,12.131763
1.0590413,3.5416377,1,7.2029357,7.3537221
1.4233887,6.6878743,.69076663,8.3222551,12.573462
2.1735277,5.3841066,1,7.9046726,8.6258678
1.8270942,6.6406102,1,8.6732645,12.721605
.96009874,4.761095,1,8.5009575,12.748671
3.6726258,6.5702624,1,9.6725626,13.783091
1.9706624,8.4232807,.94824368,9.1744337,13.136463
.51501012,4.6969953,1,9.4880257,13.097173
1.7463531,5.7922587,1,8.898159,13.517156
2.9415808,7.4911652,.71609223,8.6317835,12.860942
1.4051874,6.4917593,1,8.0283689,8.1022835
.97830009,5.393147,1,8.5331001,11.088568
1.5041299,5.1414757,1,9.6148577,13.675604
.97830009,5.393147,.74670392,8.6089039,11.935523
3.3452861,8.3323088,1,8.9960594,12.292883
.67649221,.78797692,1,7.7789083,10.571778
.96009874,4.7363319,1,7.9770174,11.424859
.89755905,5.6154904,1,7.7907786,11.125614
1.5848709,5.2911143,1,8.166831,12.35501
1.665612,3.8948033,1,8.3531628,11.48327
1.9492185,3.7428873,1,8.3552761,12.38019
2.868068,2.9280431,1,8.2639914,11.209141
1.5041299,7.0692153,.92760515,8.8457966,12.169575
1.665612,7.0321436,.44736329,8.5623665,11.057992
2.3350101,5.1643629,1,9.0980415,12.424043
2.0332022,7.4603896,.61059374,8.7506227,11.845375
2.5772333,5.3886371,1,7.1355338,9.8333874
1.2619066,7.0025849,.87468946,8.554347,11.271249
.83797443,7.3390574,1,8.9512606,12.649155
2.1321445,5.0162697,1,8.4300632,11.681883
1.5848709,8.5155125,.52971739,9.6965752,15.214228
.97830009,8.2263603,.97937149,9.0392179,10.300753
2.6993575,6.4511108,1,7.2421498,11.236526
.97830009,4.9078269,.67953259,7.6403942,10.927735
5.4183989,6.2208252,1,8.9584665,11.355523
2.0299597,9.822773,1,9.1621695,12.55108
2.9093492,9.7168961,1,8.3074226,12.834682
2.4964921,5.8184147,1,8.2238941,11.728109
2.1107006,6.1678743,1,8.8118811,12.7739
.43426907,4.4412293,.65432101,7.7937865,12.372011
2.7980125,7.835494,.71431309,8.6788034,13.124361
1.9706624,7.5903716,1,7.2010031,13.523944
.51501012,6.4134374,1,8.0941734,12.115305
.95094705,5.0569749,1,7.8341632,11.630921
.43426907,7.2253284,1,8.1511803,10.995729
2.4842,5.3921466,.88839543,8.7335758,8.8937101
2.1735277,5.4080358,1,9.4620752,13.195127
1.202322,6.8569813,1,9.1061363,12.725819
1.5041299,4.9484215,1,8.7873611,10.223286
1.8684775,6.2686157,1,8.295887,12.711383
2.6993575,6.0350013,1,8.2256203,11.761931
2.7800987,8.8009892,.47550681,9.3091736,12.505184
1.0590413,7.6444387,.93477458,8.9868975,13.079576
2.6134505,6.8736148,1,9.2804432,12.869992
2.3350101,8.48419,1,9.685812,13.900679
3.183804,6.5861602,1,7.4390044,13.058471
.89755905,5.7406301,.51440185,8.6414099,11.781417
1.202322,5.0569749,1,6.7880716,11.496939
.89755905,7.6263824,.77190155,8.5860739,11.903757
2.0299597,6.9512916,1,9.6543856,12.674077
.91871548,6.5934129,1,7.7225671,12.351505
.97830009,7.5564699,.92415178,9.2120047,14.335494
.43426907,7.6957321,1,8.9891615,11.721897
1.5848709,5.6681237,1,7.8190851,11.169717
4.7382135,8.1307564,1,9.8683968,15.050692
3.831758,5.938664,1,8.9782057,11.155893
1.3012645,8.6991177,1,8.3560476,11.136004
3.4551184,7.2649493,.81191099,8.9806061,12.132426
1.4266312,6.506484,1,8.7609425,10.665741
2.3350101,5.7296195,1,9.2090721,12.43925
1.4233887,6.7149029,1,8.3926497,12.32402
.83797443,6.6960597,1,7.6409264,12.392764
3.3059282,2.5629294,1,6.2146082,7.3178763
1.7495955,5.8631506,1,8.3079786,12.478273
.51501012,7.3026896,.91228765,9.5532265,11.312655
1.0590413,2.0263512,1,6.0555935,8.4368505
2.0514035,5.4925399,1,8.6478958,12.367341
2.1914418,6.4060202,1,8.1610184,11.007833
2.9507325,7.7301335,1,7.9270768,10.721614
.59575117,6.8860512,1,7.3024936,11.163765
2.9415808,7.4080501,1,10.449573,12.940842
2.9233794,7.3026896,1,8.3069324,8.2374792
3.0223217,8.0214319,1,9.1082954,12.278882
3.0223217,6.8633227,.94729078,8.2835369,11.840314
.97830009,4.77139,.94092143,7.8170409,10.708779
.97830009,4.9963942,.76368362,6.5864501,9.3923283
1.7877364,6.0350013,.54746813,8.4738264,9.9869547
2.8608396,4.0763788,.85481411,7.4687777,7.8838234
2.3620756,6.0083327,1,8.0435266,11.206563
.99945652,6.9590511,.99903715,8.5898027,12.117236
1.5252863,5.8869286,1,7.2683501,12.663628
.67649221,9.6987648,1,8.5945091,10.581267
.89755905,3.238982,1,9.354908,12.363422
1.7463531,6.3761616,.68364614,8.9157848,9.3645201
1.5848709,6.9617629,.73428881,8.0672359,12.057648
2.3135662,7.8103547,.92197013,9.2125463,13.342989
2.8608396,6.4387102,1,8.9313488,13.608486
2.7033434,3.4198658,1,9.3258181,11.879074
.51501012,7.9580965,.48038939,9.7503109,12.88917
1.5848709,7.5332131,1,8.7373924,11.968906
1.1215808,6.6880112,1,7.7443566,10.806976
4.110199,5.6820784,1,6.9704022,10.699574
1.2739112,7.342978,1,8.1330929,12.309774
.8793577,8.8190374,.87572283,9.3107443,12.991508
1.4233887,7.9580965,.9465102,7.5489755,11.450274
2.3835194,4.8629689,1,10.045323,12.557025
4.8834176,6.8282318,1,8.7176828,11.066638
.96009874,2.9740283,1,7.9707198,9.9314432
2.4964921,7.4408398,.33521169,9.3649683,11.91103
1.5940228,6.4595804,.64463294,8.9220009,11.084463
2.2721829,7.2771058,1,8.7218609,13.141576
1.8270942,1.6840651,1,8.4791594,12.178352
1.8684775,7.2561412,1,8.6448603,11.451039
1.7373035,4.6089807,1,7.1718855,9.3779716
1.8899213,6.9823823,1,8.4052191,11.365712
1.0590413,5.8631506,1,9.7703381,13.153862
2.1735277,7.2176962,1,8.8779087,12.001181
3.6702759,7.1849065,1,9.0249262,12.904207
1.665612,4.1808062,1,8.3054934,10.575079
1.665612,7.2416019,1,8.9968843,13.279367
2.8194563,4.7188215,1,9.2250147,12.83531
3.6559582,6.6001654,1,7.6946387,10.856785
1.8899213,4.2363758,1,7.6539025,9.2465763
1.5041299,7.8986731,.54621285,8.7303715,12.647249
1.6688545,5.2253199,1,8.7420988,12.411199
.97830009,4.0930305,1,8.0319109,10.649014
.75723338,5.0667243,1,8.2953806,12.042418
2.3350101,5.9152093,.96253282,9.4096413,13.437283
2.415751,1.3475928,1,8.3745928,11.817111
1.0590413,5.5329089,1,7.2954326,10.848969
1.8684775,3.9364305,1,9.2986908,12.942861
2.0332022,2.796191,1,7.8342161,11.089087
.89755905,4.9623642,1,7.8507419,11.691072
1.4266312,5.7577901,1,10.554327,10.030076
.67649221,4.953867,1,7.6366134,10.785021
1.3426478,5.3662896,1,6.384253,11.570543
2.2936268,8.1965075,1,9.2927942,13.527695
1.5666696,5.6932516,1,9.2084713,14.234874
1.8684775,7.1510048,1,9.6125431,14.360738
3.1715119,5.4561219,.51192588,8.3527298,10.694215
1.1397823,8.3054981,1,10.025092,15.621009
1.5848709,5.9481812,1,8.0152035,10.830105
1.5132816,6.9221339,.89357597,7.8297105,13.32775
2.3832321,7.2687879,1,9.393795,12.369891
.91871548,5.6278238,1,7.7496758,10.281376
1.202322,6.63831,.61696911,8.9378414,10.338932
2.0299597,6.2260561,1,8.2049265,11.435266
2.4551089,4.3433251,1,8.510149,10.780996
1.1397823,5.7177639,.99931121,8.6889038,12.276065
2.1107006,5.2062149,.87256652,8.2261305,9.748703
2.0299597,8.3888798,1,9.629096,12.111213
4.3989711,6.2347145,.73185819,9.0305643,12.737765
1.8684775,6.4404659,.93343067,9.5066261,14.995089
2.618329,6.1298327,1,8.3998671,12.807691
.8793577,6.9192033,.61071652,8.8701572,12.354114
1.5041299,4.4123178,1,9.6957207,13.387246
3.3544378,6.5968699,1,8.1862068,10.717413
1.2205234,4.5480137,1,7.6233368,10.644925
1.665612,5.1749911,1,8.4602537,11.802875
1.7877364,7.0025849,1,8.7890396,12.136723
1.8684775,5.68507,1,7.9206553,10.043553
1.9492185,6.8747516,1,9.4513702,12.202892
2.6811562,7.2649493,1,10.157844,15.022977
2.2542689,5.6162906,1,7.2246389,9.1965456
.8793577,4.134366,1,7.1681762,9.2556963
.97830009,4.5256467,.2592431,8.1044006,10.091791
4.4959898,7.6301265,.89972162,8.2316284,13.546931
.59575117,4.1413836,1,7.9985938,9.79568
3.1806636,6.9192033,.7895757,8.1953897,12.184849
1.5041299,7.2649493,1,8.6891899,12.98723
1.6780062,4.7266421,1,8.5546112,8.8798904
1.6959202,4.8814878,1,8.424201,10.295056
2.5649409,6.9823823,1,9.3806772,13.112111
1.4266312,4.4843283,1,8.086134,10.51491
.75723338,4.8052607,1,8.1256294,10.935711
.89755905,4.6716003,.72632807,6.2095795,9.0619564
2.203836,8.9341068,1,9.6141987,15.485103
2.6579742,3.3490727,1,7.2355142,8.7430534
2.9415808,7.0978951,1,9.2845325,14.641438
1.665612,5.8665824,1,8.2223597,13.285842
2.7387154,6.8517623,.54674441,9.2833242,11.9138
1.1215808,4.9405904,1,9.0540504,11.956328
2.4313152,4.4868069,1,7.2235508,9.5941048
1.5940228,6.2260561,1,9.128871,13.042365
3.7601688,6.3178029,1,9.3159561,12.142994
1.665612,7.0389171,1,8.9418383,13.755017
2.3761058,5.2463861,1,8.0358791,8.6913147
2.9001975,7.9386783,.56684715,9.3220148,14.654489
2.2861109,5.7560525,1,8.9987049,14.198398
1.1215808,5.8887577,1,7.0842223,10.323611
2.5649409,5.9770374,.55011946,8.3021097,10.260882
2.1500585,7.5564699,1,9.060462,12.88182
3.0999227,5.2816567,1,8.6266317,11.611865
2.9415808,9.2951202,1,9.8122349,15.798854
1.3426478,5.0722528,.68668252,8.1558857,10.33397
1.0590413,8.5996265,.49529466,9.6216736,15.545749
.67649221,2.80288,1,6.6120987,10.147649
.816818,4.2995224,1,7.232749,9.9001322
2.3350101,7.4725885,.50321907,9.0747471,13.220427
2.3529239,7.6704144,.40347788,8.8553085,13.438633
1.7555048,6.8052311,.92288786,7.748785,8.3934422
3.4765623,4.7648511,1,8.4335814,10.54334
2.7172713,5.6360931,1,8.341239,11.313145
1.202322,7.562201,1,8.7926741,11.898188
3.6488321,6.8517623,1,8.4727535,12.038836
.67649221,6.8972244,1,6.7498541,9.6354122
2.7586548,8.6702919,1,9.3060799,14.755518
2.5772333,9.106719,1,9.1204042,12.906196
2.1735277,4.327486,.70779252,7.7011299,10.474467
1.4233887,7.6014214,1,9.940547,12.779873
1.3012645,7.4010253,.53151977,9.0773087,14.025771
3.264545,8.9904594,1,8.9041739,13.067692
1.5041299,6.7541237,1,9.0890541,12.310883
1.5848709,6.6740808,1,8.0202341,10.842068
1.9492185,6.0083327,1,9.7189045,11.717016
1.5041299,5.4246459,.51424003,6.7949729,10.210936
1.1397823,5.1054649,1,7.1559911,9.8170033
.8793577,5.6932516,1,8.21978,11.412176
1.4233887,6.8041339,1,9.3134394,13.010788
1.8270942,6.6200061,1,6.8087745,9.7155304
1.5041299,5.6282191,1,8.4955807,14.036251
.43426907,7.7349529,1,9.3868446,12.18224
2.5772333,6.041297,.57218438,9.5960407,12.966879
3.7279372,6.2892351,.54580969,9.3443804,13.870566
1.0408399,8.316309,1,9.0556898,12.708032
1.5848709,4.9094501,1,8.4322405,11.109773
1.5041299,7.521379,1,8.7954321,12.379278
.51501012,6.0347381,1,8.3580389,12.031279
1.4233887,6.8633227,1,7.637126,10.91538
2.6735382,8.6579523,1,9.3628292,14.370544
.97830009,7.7445226,.99073309,9.2365589,11.8706
1.2619066,4.8432341,1,6.8294077,12.748673
1.5041299,4.6622982,1,7.9766207,10.79105
1.202322,8.137208,1,8.2632065,12.955654
2.7387154,9.0630989,.81186247,8.2755022,12.247814
.83797443,3.9866502,1,7.4197216,12.30061
1.1307327,4.0745115,1,8.1457825,9.3109093
2.2542689,6.6740808,1,9.0719194,11.205041
1.8684775,5.3851151,1,8.0222178,11.977917
.8793577,8.4954891,1,8.2674446,11.462358
.816818,4.8142209,1,8.6307116,12.683238
1.0408399,3.6270554,1,9.4301796,11.472488
.75723338,5.3946462,1,7.9213333,11.143166
1.6474106,7.1765385,.486148,9.1024666,12.169352
3.5481515,7.1248026,1,9.2387781,15.152615
.96009874,8.5691156,1,9.0578976,11.481373
1.0590413,5.8659592,.83728969,8.0811033,12.152007
2.3350101,1.0503414,1,8.4672184,11.357791
.51501012,4.9311118,1,9.0535841,10.468005
1.7877364,6.9407096,1,8.5738945,11.821512
1.7909789,3.6444471,1,8.1680241,8.1098261
1.1215808,4.9585109,1,8.5996819,12.60044
.816818,6.152082,.79092348,8.6346064,11.347249
.816818,5.8339796,1,8.4304066,11.661268
2.9185009,4.9126892,1,7.7692642,9.8990278
1.9492185,6.8860512,.35120898,9.189743,13.81591
.59575117,1.7042677,1,8.7712555,11.846522
1.8684775,3.3490727,1,7.3927598,11.511995
1.3820055,5.5175748,1,7.3278589,11.531787
.89755905,7.0907788,1,8.1257267,10.383905
2.0299597,7.8822117,.68683696,8.9058704,10.850598
.59575117,6.5953684,1,7.4920416,10.849337
.89755905,6.4136176,1,9.114542,14.057673
2.0514035,5.2282724,1,8.1529417,10.405171
1.6747638,8.067296,1,8.7873678,11.625182
1.0590413,1.4811242,1,6.4804277,10.463503
2.3027785,6.170176,.91422975,8.9465685,10.309086
3.2736969,5.7647109,1,8.6378841,13.458693
3.1444464,6.4715567,1,8.7763186,11.651904
1.7695351,6.6459103,.94736689,10.200474,13.848946
1.1397823,4.2251849,1,8.2429256,10.694895
.51501012,5.393147,1,6.3011327,9.4068937
1.6747638,6.1586151,1,8.8771811,12.834948
.99945652,3.903712,1,7.0318832,11.162828
2.3350101,4.5456824,1,8.3138943,9.6682081
3.7510171,6.5562978,.66937208,7.9887614,11.574829
2.3350101,7.2649493,.68106258,9.8715992,14.261477
.51501012,7.2952547,.97340852,7.7973771,12.356959
2.0514035,8.6906681,.52835447,8.8653364,13.174955
2.6671259,6.6942921,.53266591,8.7705278,12.915969
4.2768469,6.9192033,.65679663,10.750225,14.468877
.51501012,8.7831154,1,9.5149593,13.072336
1.7463531,8.7073336,1,9.5245342,13.355853
1.4233887,5.3392191,1,8.8500795,10.612262
1.7069952,5.1555243,.50283563,8.0458794,11.051096
.43426907,4.8823214,1,7.7045131,11.63323
2.8608396,6.728148,1,7.9076018,10.962666
.75723338,5.5329089,1,7.2314801,10.066966
2.0332022,5.5666804,1,6.5732875,4.9126549
4.4776869,5.3200388,1,8.5980177,11.563875
2.415751,8.4135723,.99961311,8.7088833,11.780935
.816818,7.7910423,.67111874,8.7440586,12.220962
2.232825,5.027143,1,8.8005629,10.179071
2.8699913,8.3296604,.65516961,9.4801617,13.324488
8.7327576,5.0364723,1,8.6174364,10.665764
.97830009,5.9406905,1,8.7514305,12.134577
.67649221,5.8045945,1,8.1492081,12.303082
.97830009,7.0025849,1,7.9687347,13.638535
.816818,4.1891742,1,8.9281702,10.974797
1.8896339,8.8789921,.87368029,9.3889141,12.968874
1.4233887,6.5484548,1,8.4179735,13.211145
2.4964921,8.0439215,.52313048,8.1370611,12.367711
.43426907,6.0190854,1,7.2537646,12.397329
2.1107006,4.9561915,1,8.2005424,11.048824
3.831758,6.4917593,.99618614,9.2132492,12.18587
1.0590413,4.3054748,.74749804,7.4405742,9.1011953
3.3544378,8.7360086,.88533211,9.8000422,14.427447
.43426907,5.5095959,1,8.0006018,11.531384
.43426907,4.3659248,1,8.3831663,11.455297
.89755905,4.7834215,1,6.6846118,10.799576
1.3426478,6.9874716,.724338,8.8127499,11.863583
2.415751,6.7014799,1,8.7712622,12.567586
.51501012,3.9947803,1,7.4677625,10.1734
.75723338,8.0428619,1,8.2595768,12.287048
2.3350101,7.4104471,.94595623,9.0485182,14.647115
1.0408399,7.602849,1,8.393261,10.710008
.96009874,4.9623642,1,11.688747,11.330204
1.7284391,6.4578581,1,8.3003292,10.465957
3.2828484,4.1021628,1,7.6740847,10.290314
.8793577,3.1103647,1,7.9357224,11.731868
1.4233887,5.7130542,1,8.7687187,12.317829
1.7284391,2.0263512,1,8.3433599,10.080127
4.3989711,7.9771447,1,9.8289251,12.676102
1.2619066,7.5029964,1,7.7553296,10.922913
2.415751,2.5797365,1,7.4105606,10.216764
.67649221,1.3757637,1,7.8993807,9.800458
1.7284391,4.6359944,.78513807,8.0645552,8.9130116
3.2614045,7.1248026,1,9.166029,15.660495
.43426907,6.6235185,1,8.5709906,10.683775
1.3426478,9.0845232,1,9.5819435,15.743112
2.415751,6.4917593,.52964288,7.9322591,11.620883
2.1624527,4.7059822,1,8.4344769,9.5858955
2.2936268,7.6444387,1,9.1979074,13.546323
3.6702759,5.6906557,.87771535,8.162529,9.6861401
1.9492185,5.5480118,1,8.2174253,8.9677591
.89755905,3.5092723,1,8.4898424,11.095302
2.415751,5.9527631,1,8.9871769,13.316001
2.5971727,6.1109872,1,8.0281773,9.9034872
.70872378,6.4227667,1,8.315546,11.20252
4.2052574,6.5870695,1,8.0827246,12.039067
3.1444464,6.6878743,.85779101,8.8854322,13.701221
2.7800987,3.5352478,1,7.4216437,10.779935
2.7800987,6.1350846,1,8.4393015,10.931319
.816818,6.2045217,1,7.1018186,10.151129
1.8091803,6.1048708,1,7.7637067,10.214715
.97830009,6.7691388,1,8.3953838,13.137403
1.9631466,6.8041339,1,8.3004713,14.125932
1.7877364,4.6949873,.87102789,8.5586519,8.8627663
1.2619066,4.695992,1,8.5630865,9.3816013
2.3350101,6.0907841,1,8.1993504,8.9855709
3.9701605,3.289413,1,7.8030248,8.8710842
.43426907,4.7449732,1,7.8586783,8.4422541
.59575117,4.0594454,1,6.7292624,10.36145
.816818,4.7119284,1,8.0055428,10.556203
2.1735277,4.0068526,1,7.9034462,9.2927494
2.2128856,7.5878687,1,8.6528931,12.571014
.43426907,3.7609522,1,8.2584515,10.454668
2.3027785,5.781805,1,7.8162885,10.224049
.51501012,4.0148211,1,7.9209876,11.316034
.43426907,1.4811242,1,8.4134064,11.731555
2.4249027,5.9237752,1,7.4028325,8.6289139
2.0605552,.35719413,1,8.6105528,11.282417
2.1230948,3.6328864,1,7.7087317,9.5428047
2.5772333,8.2835188,.9625625,8.8421249,12.90917
2.6993575,8.5163927,.59904641,9.7614202,14.863531
2.1735277,5.092042,1,8.5765467,10.041073
1.2619066,5.6186881,1,9.7700891,12.812539
4.2354631,5.1376095,1,7.5644655,10.747509
.67649221,4.6359944,1,6.9668727,9.0716524
1.6688545,6.6871891,1,7.2855592,9.4646721
1.2619066,7.1466856,1,7.3900633,10.559348
2.7800987,7.763391,.50128996,8.8999681,12.660328
2.6993575,7.2416019,1,8.8469963,12.736701
4.1153646,4.8239861,1,6.9285564,10.691763
2.5056438,4.1774392,1,7.5160489,9.2129374
2.0514035,7.0025849,1,8.574276,11.718304
2.7800987,7.9733639,1,9.0181923,11.631188
1.2651491,7.2407355,1,9.2667856,13.640085
1.7284391,5.8012753,1,7.2985196,12.196022
1.8899213,4.7353673,.9991591,8.4046955,12.233011
3.9701605,5.1700034,1,9.9602966,11.10181
1.4051874,3.6558759,1,8.3330603,9.2623634
3.3866694,3.650178,1,8.2288065,10.15027
1.7069952,7.6806188,.77957439,8.335063,12.151247
.59575117,2.7689784,1,8.0668039,10.207916
1.8091803,5.2211719,.91683131,8.7737045,10.352012
.78946483,7.2649493,.68040955,8.6278887,15.31424
1.7209234,6.9407096,1,8.7878733,11.944058
