1.1506019,1.9968748,1.0,8.9153872,12.932758,12.950599,0.7335775124794086,0.7566396175248117
1.312084,2.704845,1.0,8.0397625,13.390354,13.395088,0.2786230852203163,0.81342301298306
1.5149494,1.8794651,1.0,8.9391584,13.144844,13.159644,0.7087956385545416,0.8400111717574896
2.2022614,1.3974816,1.0,9.5250654,14.178533,14.188016,0.9004395548607567,0.9826588541143995
2.0407791,1.0296195,1.0,6.8480153,10.373502,10.402514,0.02160633477456309,0.2960923567900967
2.8716593,0.27079022,1.0,7.4800525,8.3624868,8.7087498,0.09470512520244621,0.041179279168602825
0.24222314,0.32353172,1.0,7.276238,9.6352596,9.7255688,0.17014016262312356,0.1751098610847419
2.1215203,2.939162,1.0,9.5867701,15.560528,15.563069,0.9274427502855968,0.9870424609811994
0.72666961,2.3608539,1.0,8.61695,13.409889,13.418143,0.6610013672274178,0.8457720050658968
2.9917581,2.7694588,1.0,9.5889482,13.712001,13.728066,0.9053904094739612,0.8761494028506941
1.931049,1.0664334,1.0,8.6522713,12.833456,12.84862,0.49961642247149646,0.8693000551862743
0.92953503,0.88830268,1.0,7.4991546,10.194116,10.259477,0.16105149553673817,0.23705841337278205
1.7157893,4.1431346,1.0,9.4048662,12.552027,12.594103,0.8805963190986098,0.2524725572996197
2.5666089,2.7013612,1.0,9.0435972,12.829962,12.852386,0.6863355837689851,0.6334120583245471
1.6764315,0.94312739,1.0,6.8971052,9.3596506,9.441431,0.029850845987929888,0.08490076273643973
1.4342084,1.8674852,1.0,7.8797464,11.656901,11.679531,0.18926933375047042,0.4504826184098366
0.40370536,2.2202899,1.0,6.4962406,9.5979357,9.6419268,0.04649789088660164,0.01333207861886059
1.3534672,4.8362818,1.0,9.2669964,13.695977,13.707833,0.8536465241934231,0.49572773111997254
0.40370536,2.1517622,1.0,8.4969511,11.442971,11.494185,0.6650602979635262,0.3364132394047566
2.4659283,3.2580965,1.0,9.818881,14.530419,14.539371,0.9719002755043269,0.9142524369221626
1.4735662,1.686399,1.0,9.1555538,13.596526,13.608242,0.8006335008595213,0.9247607961693952
1.3443155,3.4815786,1.0,9.2662573,14.467663,14.473156,0.8498963846564003,0.8797677940663617
1.3749111,2.7911651,1.0,7.3095002,11.833082,11.843874,0.07605217000623528,0.3314105084324858
2.1429641,0.34358969,1.0,7.7313061,9.6214342,9.7621107,0.11771201908480948,0.16249219326529027
1.1324005,0.74431545,1.0,7.3122373,10.813169,10.842893,0.1012247076063223,0.47618039001023793
0.72666961,3.4893913,1.0,7.249774,12.088476,12.096363,0.12556523442259482,0.2866885588007812
2.9201689,0.79118091,1.0,7.4241438,11.91638,11.927513,0.08292144189722855,0.7492253094677532
2.0208397,3.8286414,1.0,9.2659655,13.061199,13.083427,0.8106969089152981,0.48694184273909663
1.1506019,4.0357618,1.0,8.3224688,12.051551,12.075282,0.4518088358251434,0.2031486482462132
1.4735662,4.869072,1.0,9.5367327,15.853827,15.85563,0.9202245413901745,0.922333611541972
0.86699533,1.2581768,1.0,8.3221579,11.116782,11.176124,0.508838178621839,0.4445240674264001
3.6973734,4.2626801,1.0,9.4440355,12.890854,12.922204,0.8249668571090136,0.29321638774792264
0.46328998,0.41343328,1.0,9.135622,10.030457,10.373107,0.8628629877216825,0.24826606858935132
2.6473498,2.2906137,1.0,8.9209976,12.095811,12.136763,0.6122942845116824,0.4819804639955583
1.1506019,2.3125355,1.0,8.8737202,13.082099,13.09686,0.7025413191999936,0.7825164264565396
2.0407791,0.22872794,1.0,7.8869748,11.510543,11.53688,0.15567722298220296,0.7260687684827455
2.4659283,4.2904596,1.0,8.7611446,11.833314,11.878594,0.558778782011603,0.10620973703586768
2.830276,3.1780539,1.0,9.144887,12.815841,12.840975,0.7317980556478033,0.5392800325678432
2.3135979,3.4719665,1.0,8.9469252,11.602358,11.670267,0.6600331850653902,0.1684311367078438
3.6810956,5.8522024,1.0,9.8707218,14.024692,14.040271,0.9416708627138598,0.1613449892695597
1.6764315,1.9213247,1.0,8.4848957,12.2145,12.238219,0.431603787496294,0.6183597368383287
1.9814819,2.6039481,1.0,8.6582155,11.751207,11.795574,0.5078054842956683,0.3326272564711208
1.0516593,2.8332133,1.0,8.6751747,7.6832504,8.9906139,0.6176205051832566,5.041029821411597e-6
1.5956905,2.0533543,1.0,8.3853064,10.549604,10.658307,0.4006788944818343,0.13051262776420652
2.6473498,1.0079579,1.0,7.2350121,6.1909981,7.5366259,0.05397442888405879,0.0
1.7711008,4.2341065,1.0,8.9541502,11.98231,12.02958,0.6928045251598882,0.15325455059514986
0.92953503,4.3174882,1.0,9.99368,13.876607,13.896988,0.9714922385953173,0.5841478435295595
0.92953503,3.8918202,1.0,7.9242392,9.6783209,9.8379421,0.29117597372483195,0.0031114432486942572
0.52582967,1.7749523,1.0,8.6035986,12.390757,12.413164,0.6827875360039061,0.686752242936505
0.84879398,2.4503152,1.0,8.0862169,10.881143,10.940468,0.37505068327956625,0.15557734363799905
3.8011944,2.1633229,1.0,8.7986879,12.09592,12.132237,0.462363356443893,0.512930417265531
2.0407791,0.068592794,1.0,8.0905685,10.664488,10.737958,0.2209534291729149,0.4714851994941476
5.207973,0.87671798,1.0,8.814311,12.400074,12.427413,0.6820349388854696,0.8126599217518221
2.1429641,1.0529174,1.0,7.5317173,12.411192,12.418764,0.07893336982262592,0.7966451966882554
