ni,emp,HHI,tdc1,GAI
42.512,2.323,.50734001,2802.302,-.25364691
89.033,1.972,1,3184.998,-1.4849899
78.971,8,.52004731,5565.673,.33500996
37.142,5,1,3003.766,-.41512907
-20.278,.2,1,348.487,1.2828485
30.486,1.147,1,1927.581,.17352781
64.485,10.863,1,3182.44,-.61799449
158,137,1,9429.531999999999,1.6288927
92.32899999999999,1.846,1,1205.869,-1.3235078
130.475,.142,1,3580.401,.74786705
1160.241,81,.93137211,5320.986,-.092164762
-25.122,.5600000000000001,.54672414,1832.427,-.11759446
636.056,4.3,1,47462.526,-.65735227
10.106,.428,1,939.423,-.93608034
26.648,7,.53071272,7128.314,.092786737
149.342,47.2,.78113568,4934.479,-.77947664
60.71,8.6,1,3527.414,-.96831191
192.078,6.8,1,4767.705,.69935757
306,21,1,6542.585,.029959602
28.525,3.508,1,1654.836,-.79767799
104.923,.975,.56789821,5789.991,.33500996
-236.6,2.79,1,4914.263,1.183804
546.7329999999999,2.214,1,10434.988,-1.4042488
1207.152,7.2,1,9087.349,-.23056708
66.80500000000001,6.725,1,1065.23,-.47471371
-8.801,1.766,1,3253.891,1.7903748
1172,.8,1,6126.931,-1.4042488
-30.947,2.4,1,2766.787,-.61311603
-158,7,.5454489,5797.823,.75865477
-86.449,6.449999999999818,.81452543,8768.201999999999,-1.4849899
116.197,.9379999999999999,1,3639.912,.11985241
3547,7.35,1,16874.386,-.51407152
211.049,12.7,.66205406,7957.81,.17352781
87.5,8,1,9787.794,1.2251873
1228,16.8,1,15775.295,2.917999
93.482,1.396,1,1547.729,.83775985
16.94,1.2,.88859856,2610.954,-1.2912762
104.289,5.3,.84942412,5122.987,.55578935
894.115,.546,1,3235.692,-.16375411
80.05200000000001,.177,1,6534.983,-.57336873
128,13.5,1,11282.453,-.11759446
39.074,12.756,1,5419.194,-.77947664
5271,33,.56730747,10372.325,-.45651233
84.235,.6,1,2604.03,1.0223218
18108,8,1,18755.952,-.05078147
332.795,.01,1,3866.135,2.0812097
31.63,.549,1,4361.194,-.32523623
536,90.90000000000001,1,2050.922,-.33438799
696.067,10.806,.67044878,23214.58,.73871535
225.934,10.284,1,4917.215,-.71693695
14.568,1.7,1,4305.268,.58638489
35.106,.426,1,6413.459,.61669308
29.463,.59,1,4538.461,-1.4042488
3833,24.8,.51018959,23610.636,-.05078147
-49.094,4.355,1,866.577,1.6471961
44.985,2.446,1,4551.054,.17352781
615.302,34.1,.37103912,6116.644,-.86021769
1547,26.657,.89335877,10346.525,.19144174
17.818,5.326,1,4521.27,.94158077
-1481,24,1,31778.915,-.21226361
-14.693,.176,1,1968.028,-1.102441
-1026.719,24.5,1,1296.022,-.7260887
266.4,19.588,1,5567.973,.31356612
23.711,11,1,461.597,-1.0812845
147.283,8.6,1,1957.142,-1.3235078
-239,25,1,11385.915,.25426888
11.116,.8100000000000001,1,1732.934,-.05078147
841.489,62,1,27927.876,-1.2427666
2476.4,25.9,.9466365,14835.588,-.33438799
21.892,14.3,1,3747.759,-.33114552
-121.9,12,1,9288.433000000001,.61861646
2757.4,238,1,20091.353,2.083133
50,2.591,1,12037.807,1.5481516
-1854.718,8.300000000000001,.66799921,6998.702,.74786705
143.166,.056,1,907.736,.25426888
224.524,.058,1,6065.177,.15208396
116.523,37.6,.83792275,5917.619,-1.0216999
82.46599999999999,8.800000000000001,1,4051.618,.56494105
97.65000000000001,3.32,1,7584.07,.23282504
33.54,3.136,.74030626,6584.388,.11070067
-53.629,8.800000000000001,1,2431.284,2.2052574
107.9,3.868,.25015238,8207.861000000001,1.7489915
187.184,7,1,3186.444,-.49587011
286.924,1.881,.76955616,6065.537,-.21226361
229.824,.021,1,4550.717,.80552828
132.158,.615,1,4829.91,-1.4849899
-202.96,4.266,.66464871,2954.169,-.19081977
-68.782,4.849,.63833594,3338.592,1.3059283
24.527,2.316,1,3562.865,-.53725344
-1224.884,.23,1,3492.494,-1.0812845
87.145,18,1,1838.483,1.5573033
5.699,.334,1,355.526,.92928863
26.602,.47,.96851182,1439.026,.41575104
-64.051,6.384,1,5416.377,-.25364691
29.174,2.309,1,1968.19,-.41512907
1276,50.1,1,5949.808,1.6702759
2.48,1.522,1,5061.355,1.1607242
365,7.7,1,16015.331,.83939582
28.767,5.5,1,1552.866,-1.4042488
43.209,3.03,1,1905.947,-1.5657309
324.132,9.766,.92002523,10760.944,.20059349
1.946,22.7,1,8194.882,1.9932402
2834,22,1,20381.147,.28611091
220.637,15.1,1,0,-1.2427666
1374.561,1.7,1,39247.559,-.74724507
377.261,43.854,1,10181.55,-.77947664
199.348,13,1,4621.974,-.33438799
931.216,71.621,1,5315.898,-1.3235078
665.783,66.09999999999999,1,9388.569,-1.0168214
144.6,6.9,.5787214,3725.576,-.05078147
284.019,161,1,10485.994,-.33438799
30.758,.107,1,2541.805,-1.2427666
502.166,2.201,1,6673.318,-1.4849899
-75.633,6,.50071275,1061.517,-1.102441
-7.292,2.7,.75287735,1967.135,-.65735227
403.1,8.465,.85180426,6967.615,.11985241
69.43600000000001,.236,1,3191.628,-1.5657309
65.708,.116,1,5565.007,-.21226361
211.2,.625,1,7833.278,-.79767799
-13.462,.534,.68900996,5145.374,-.41512907
2171,41.6,1,13341.577,1.0223218
75.682,22.35,.42286789,3644.624,-.61799449
95.393,10.098,.89860314,2966.685,-1.4849899
66.333,6.543,1,3071.957,2.3575878
-1090.915,.31,1,4711.539,-.74236661
-11.9,59.9,1,5610.166,1.8480361
80.623,.619,1,1860.427,-.65735227
249.315,1.75,1,3626.789,-1.5657309
20.659,2.1,1,884.9690000000001,-1.102441
870.12,3.5,1,11952.677,-.05078147
62.71,15.2,.59712625,3888.545,-.33438799
42.468,.097,1,223.328,-.27156085
92.181,8.52,1,5741.802,-.27907661
498.275,6,1,6094.874,1.2251873
859,127.5,.96368331,8975.380999999999,-.41512907
-15.128,.312,1,1191.824,-.8784191
66.20399999999999,8.199999999999999,1,6829.758,1.2251873
47.234,18.243,1,8383.671,-.25364691
122.265,3.5,.33514979,5709.48,.5772332
2377,205,1,6340.393,-.9409588
111.703,.054,1,1862.964,-1.2427666
150.056,.371,1,5296.067,.31356612
12.678,7.9,1,3033.324,-.33438799
224.489,24,.87333447,44.31,-1.0216999
80.595,7,1,2782.736,-.79767799
-3362,1.111,1,8774.645,-1.0812845
55.575,4.536,.70716286,2521.153,.41575104
-88.09999999999999,4.9,.79983538,4852.777,.9479931
112.938,3.578,.70769012,3890.231,-.57661122
1827.72,5,1,14234.207,-.21226361
848,15,.99071515,9625.865,-.86021769
20.058,.425,1,1933.447,1.4674104
167.896,6.307,1,10914.569,.3943072
37.217,6.415,1,2205.023,-.45651233
-18.429,2.5,1,1758.661,-.41188657
332.287,1.989,1,3917.314,.47504824
2.061,2.785,1,460.669,-1.0812845
185.677,8.627000000000001,.92561531,11897.513,-.13152254
1.562,.314,1,1343.369,-.9409588
288.792,7.3,.69076663,4114.43,-.57661122
5.574,1.982,1,2709.915,.17352781
334.906,6.963,1,5844.55,-.17290583
344.094,1.063,1,4919.479,-1.0399013
968.1,6.49,1,15875.975,1.6726258
507.1,41.4,.94824368,9647.302,-.029337626
487.562,.997,1,13200.705,-1.4849899
-26.777,1.74,1,913.739,-.49587011
742.038,2.981,1,7318.486,-.25364691
384.978,16.3,.71609223,5607.07,.94158077
3.302,6,1,3066.736,-.59481257
219.783,4.267,1,18.001,-.79767799
65.419,2,1,5080.173,-1.0216999
-509,8.5,1,4372.913,.27218282
869.439,1.555,1,14985.785,-.49587011
152.592,2,.74670392,5480.238,-1.0216999
218.138,37.8,1,8071.217,1.3452861
39.018,.02,1,2389.665,-1.3235078
-81.17700000000001,.425,1,4445.988,-.49262765
91.56999999999999,1.037,1,2913.229,-1.0399013
67.88800000000001,2.498,1,2418.2,-1.102441
232.12,1.806,1,3522.164,-.41512907
97.078,.447,1,4243.58,-.33438799
238.039,.384,1,4252.558,-.05078147
73.80200000000001,.17,1,3881.556,.86806798
192.832,10.689,.92760515,6945.131,-.49587011
63.449,10.3,.44736329,5231.047,-.33438799
248.71,1.591,1,8937.773999999999,.33500996
139.438,15.806,.61059374,6314.617,.033202071
18.646,1.991,1,1255.807,.5772332
-3.021,16.1,1,2485.711,1.751017
78.53100000000001,10,.87468946,5189.264,-.73809332
311.5,14,1,7717.614,-1.1620256
118.407,1.372,1,4582.79,.13214453
4050,45.4,.52971739,16261.817,-.41512907
29.755,34,.97937149,8427.182000000001,-1.0216999
75.851,5.761,1,1397.094,.69935757
55.7,1.231,.67953259,2080.564,-1.0216999
85.43600000000001,4.576,1,7773.431,3.4183991
282.4,167.8,1,9529.709000000001,.029959602
95.262,7.441,1,.001,-1.5657309
-134.887,17.5,.93625337,10800.827,-.05078147
-15.661,.989,1,524.782,-.9409588
375,150.942,1,4053.851,.9093492
124.009,3.06,1,3728.994,.49649212
352.886,4.34,1,6713.539,.11070067
236.1,.772,.65432101,2425.484,-1.5657309
501,23,.71431309,5877.01,.79801255
747.092,18,1,1340.775,-.029337626
182.646,5.548,1,3275.327,-1.4849899
112.524,1.429,1,2525.421,-1.049053
59.619,12.495,1,3467.468,-1.5657309
7.286,1.998,.88839543,6207.884,.4842
-3.519,3.5,1,7603.823,-.1100787
166.418,0,1,224.744,.22203733
537.7380000000001,2.03,1,12862.554,.17352781
-2.602,.191,1,1138.952,-.7150135
336.32,8.645,1,9010.413,-.79767799
27.537,1.282,1,6550.925,-.49587011
331.5,4.8,1,4007.356,-.13152254
128.275,3.8,1,3735.439,.69935757
-14.678,.71,.58161992,2148.555,-.41512907
269.732,60.4,.47550681,11038.822,.78009862
479.058,19,.93477458,7997.603,-.9409588
388.478,8.789999999999999,1,10726.181,.61345059
1088.9,44,1,16087.72,.33500996
469.053,6.594,1,1701.056,1.183804
130.799,2.831,.51440185,5661.305,-1.102441
98.414,1.429,1,887.201,-.79767799
-9.166,.259,.50147623,1070.818,-.73809332
147.821,18.66,.77190155,5356.544,-1.102441
319.361,9.5,1,15590.011,.029959602
231.308,6.642,1,2258.751,-1.0812845
1682,17.4,.92415178,10016.655,-1.0216999
-136.948,1.204,1,2206.782,-.047539003
123.241,20,1,8015.735,-1.5657309
70.949,2.633,1,2487.628,-.41512907
-43.21,2.138,1,5146.722,1.3866694
-3.226,1.46,.92991942,1558,-1.4042488
-59.31,1.778,1,2880.29,1.0223218
-4359.082,10.4,1,35981.107,-.12828007
-8.507999999999999,16.96,1,9547.296,1.0907708
-109.544,.665,1,2968.265,-.73809332
3439,30.9,1,19310.364,2.7382133
69.97499999999999,3.451,1,7928.397,1.831758
68.59699999999999,54.55,1,4255.842,-.69873554
185.8,13,.81191099,7947.448,1.4551184
42.862,6.089,1,6380.122,-.57336873
252.521,2.8,1,9987.33,.33500996
-11.437,.156,1,352,.45521089
225.037,7.5,1,4414.5,-.57661122
241.051,7.36,1,2081.671,-1.1620256
1.507,.118,1,500,1.3059283
61.666,44,1,61.611,-.9409588
262.57,3.2,1,4056.106,-.25040445
81.851,13.5,.91228765,14090.085,-1.4849899
4.614,.069,1,426.492,-.9409588
235,2.209,1,5698.143,.051403448
-50.785,.212,1,4422.565,1.2291731
-4.06,.501,1,802.7329999999999,-1.0216999
60.345,5.507,1,3501.751,.19144174
45.325,20.7,1,2771.314,.95073247
70.52800000000001,8.9,1,1483.996,-1.4042488
-13.774,.036,1,1077.45,.20059349
417,15,1,34529.628,.94158077
3.78,13.5,1,4051.866,.92337936
-1047.96,14.602,1,1064.981,.55578935
-769,50.197,1,7964.697,.73871535
215.105,27.7,1,9029.887000000001,1.0223218
138.734,8.699999999999999,.94729078,3958.168,1.0223218
44.747,1.074,.94092143,2482.548,-1.0216999
-130.311,7.51,.52098072,2322.619,-.25364691
11.996,1.345,.76368362,725.202,-1.0216999
21.741,3.8,.54746813,4787.799,-.21226361
2.654,.536,.85481411,1752.463,.86083966
73.61199999999999,3.7,1,3113.575,.36207563
182.999,9.574,.99903715,5376.553,-1.0005435
-38.536,3.234,1,2113.166,-1.0216999
316.041,3.277,1,1434.182,-.47471371
39.39,148.23,1,5401.918,-1.3235078
234.081,.232,1,11555.401,-1.102441
-11.938,1.3,1,5537.495,-1.183182
11.667,5.345,.68364614,7448.623,-.25364691
172.413,9.6,.73428881,3188.276,-.41512907
623.428,22.429,.92197013,10022.08,.31356612
-4.292,1.1,.50252157,5897.732,-.036853384
813,5.69,1,7565.462,.86083966
-25.364,1.255,1,760.215,-.9409588
596,230.8,.86356449,1681.84,-.49587011
144.217,.278,1,11224.09,.70334339
-28.845,7.3,1,4850.461,.86083966
396,26,.48038939,17159.558,-1.4849899
157.772,17,1,6231.625,-.41512907
49.364,7.301,1,2308.508,-.8784191
-376.98,1.445,1,4157.693,.29362667
-105.818,2.2,.65977842,6805.411,-.53237498
44.337,2.67,1,1064.651,2.1101987
221.854,14.055,1,3405.317,-.7260887
438.672,61.5,.87572283,11056.172,-1.1206423
93.92700000000001,26,.9465102,1898.796,-.57661122
284.084,1.177,1,23047.749,.38351947
-187,.346,1,11234.51,.74786705
64,8.4,1,6110.005,2.8834176
20.567,.178,1,2894.941,-1.0399013
148.9,15.5,.33521169,11672.241,.49649212
-39.144,.305,1,433.96,-.25364691
65.151,5.81,.64463294,7495.068,-.40597731
509.699,13.159,1,6135.589,.27218282
-15.1,6.379,1,7536.941,-.49587011
194.532,.049,1,4813.402,-.17290583
93.999,12.886,1,5680.872,-.13152254
11.825,.913,1,1302.298,-.26269656
86.31100000000001,9.800000000000001,1,4470.338,-.1100787
516,3.2,1,17506.689,-.9409588
-32.641,.978,.59526616,309.292,-.57661122
-32.571,.5570000000000001,1,2497.263,-.65735227
-75.738,.494,1,6329.922,-1.0399013
162.947,12.4,1,7171.78,.17352781
402,12,1,8307.602000000001,1.6702759
39.147,.595,1,4046.038,-.33438799
585,12.7,1,8077.879,-.33438799
375.236,1.019,1,10147.821,.8194564
51.885,6.687,1,2196.54,1.6559583
10.369,.629,1,2108.859,-.1100787
310.907,24.5,.54621285,6188.025,-.49587011
245.536,1.691,1,6261.023,-.33114552
42.151,.545,1,3077.617,-1.0216999
169.807,1.443,1,4005.327,-1.2427666
685.074,3.371,.96253282,12205.494,.33500996
135.552,.035,1,4335.503,.41575104
51.481,2.3,1,1473.554,-.9409588
417.843,.466,1,10923.71,-.13152254
65.453,.149,1,2525.555,.033202071
119.5,1.3,1,2567.638,-1.102441
-240,38,.52117872,10433.061,-.069084942
-95.764,7.227,1,4736.106,-.19833553
-2.228,1.045,1,1203.723,-.61799449
22.699,2.88,1,38342.994,-.57336873
48.292,1.289,1,2072.712,-1.3235078
105.931,1.947,1,592.442,-.65735227
1623.6,221.7,1,11951.383,.19144174
749.9,33,1,10859.487,.29362667
1520.992,2.7,1,9981.324000000001,-.43333042
1725,11.6,1,14951.139,-.13152254
44.1,2.13,.51192588,4241.746,1.1715119
6083,36.8,1,22586.152,-.86021769
50.519,3.484,1,3026.624,-.41512907
-40.074,.772,1,1286.423,.56494105
614,9.227,.89357597,2514.201,-.48671839
235.6,13.05,1,12013.601,.38323203
29.184,2.529,1,2320.82,-1.0812845
-2.301,2.22,.50307113,1639.417,.33500996
-34.68,1.5,1,3630.561,.13214453
30.913,6.947,.61696911,7614.744,-.79767799
92.52800000000001,4.6,1,3658.931,.029959602
48.098,.7,1,4964.903,.45510882
-71.643,1.351,1,1761.863,2.5373733
214.5,2.767,.99931121,5936.669,-.86021769
17.132,1.659,.87256652,3737.344,.11070067
-374.885,3.114,.51708436,7762.606,.90019745
181.9,40,1,15200.689,.029959602
-74.02200000000001,1.306,.71171492,3848.881,-.77947664
-13.346,.517,1,1669.61,-.49587011
340.362,4.64,.73185819,8354.571,2.3989711
3253,5.7,.93343067,13448.538,-.13152254
365.014,4.178,1,4446.476,.61832905
231.912,9.199999999999999,.61071652,7116.399,-1.1206423
651.639,.75,1,16247.932,-.49587011
-4.198,.6,1,2995.133,-.35258937
45.135,6.665,1,3591.074,1.3544378
41.979,.859,1,2045.376,-.77947664
133.636,1.608,1,4723.255,-.33438799
186.6,10,1,6561.927,-.21226361
23.007,2.678,1,2753.575,-.13152254
199.365,8.800000000000001,1,12725.593,-.05078147
-28.369,3.144,1,3007.561,-.79767799
123.968,0,1,181.583,.49649212
-48.443,.65,1,5270.717,2.0023921
3345,13,1,25792.629,.68115616
9.863,2.5,1,1372.843,.25426888
10.464,.5679999999999999,1,1297.476,-1.1206423
-1.568,.491,1,2203.639,1.0907708
24.144,.84,.2592431,3308.998,-1.0216999
764.465,18.73,.89972162,3757.95,2.49599
17.956,.572,1,2976.769,-1.4042488
195.8,9.199999999999999,.7895757,3624.204,1.1806636
436.8,13,1,5938.367,-.49587011
-15.681,.241,1,528.229,-.1100787
7.186,1.027,1,5190.635,-.32199377
29.586,1.199,1,4556.003,-.30407983
494.9,9.800000000000001,1,11857.044,.56494105
-275.3,6,.41460842,6959.947,1.3775177
36.861,.806,1,3249.101,-.57336873
56.146,1.111,1,3379.996,-1.2427666
8.621,.972,.72632807,497.492,-1.102441
5310,69,1,14975.921,.20383595
-26.444,1.006,1,2066.519,-1.102441
6.267,.259,1,1387.854,.65797424
-6382,10.468,1,8418.619000000001,.33500996
2284,11,1,10770.133,.94158077
588.8,3.211,1,3723.279,-.33438799
-241.745,3.9,1,3218.422,-1.049053
149.313,8.6,.54674441,10757.13,.73871535
155.8,1.272,1,8553.111999999999,-.8784191
14.678,.8080000000000001,1,1371.35,.43131509
461.559,4.6,1,9217.607,-.40597731
-352.756,.614,1,5195.129,-.35258937
187.774,5.042,1,11113.949,1.7601688
941.3,10.37,1,7645.241,-.33438799
-25.882,29.57,1,2818.117,.74786705
-7.594,10.359,1,3225.092,-.66650403
5.951,1.727,1,3089.855,.37610582
2314,25.5,.56684715,11181.488,.90019745
1466.512,2.875,1,8092.599,.28611091
-52.286,1.33,1,3257.643,.43131509
30.443,3.283,1,1192.995,-.8784191
28.592,3.586,.55011946,4032.371,.56494105
393.1,17.4,1,8608.129999999999,.15005846
110.4,1.789,1,5578.259,1.0999225
7267,99,1,18255.748,.94158077
30.76,1.451,.68668252,3483.824,-.65735227
5642,49.384,.49529466,15088.279,-.9409588
25.531,.15,1,744.043,-1.3235078
19.933,.67,1,1384.022,-1.183182
551.516,16,.50321907,8731.974,.33500996
686,19.5,.40347788,7011.51,.3529239
4.418,8.209,.92288786,2318.753,-.24449517
37.924,1.067,1,4598.943,1.4765623
81.89100000000001,2.55,1,4193.283,.71727145
147,17.5,1,6585.821,-.79767799
169.2,8.6,1,4782.666,1.6488321
15.297,9,1,853.934,-1.3235078
2560,53,1,11004.724,.75865477
402.8,82,1,9139.897000000001,.5772332
35.4,.6889999999999999,.70779252,2210.845,.17352781
355,18.2,1,20755.103,-.57661122
1234,14.895,.53151977,8754.373,-.69873554
473.398,73,1,7362.643,1.2645451
222.1,7.8,1,8857.800999999999,-.49587011
51.127,7.2,1,3041.888,-.41512907
122.641,3.7,1,16629.014,-.05078147
-27.1,5.581,1,1318.116,-.19081977
27.199,2.064,.51424003,893.345,-.49587011
18.343,1.5,1,1281.762,-.86021769
-154.845,92,.53321189,18613.192,.27218282
90.416,2.7,1,3713.686,-1.1206423
447.212,8.199999999999999,1,11086.01,-.57661122
16.573,6.821,1,905.76,-.17290583
-13.853,.622,1,2247.132,-1.4849899
-20.9,5.4,.51414764,4193.2,1.2844845
1247,2.53,1,4893.098,-.49587011
195.29,20.8,1,11930.391,-1.5657309
428,3.824,.57218438,14706.445,.5772332
1056.6,4.9,.54580969,11434.391,1.7279372
330.391,37.2,1,8567.142,-.95916015
66.821,1.233,1,4592.777,-.41512907
237.822,16.8,1,6604.01,-.49587011
167.926,3.799,1,4264.325,-1.4849899
55.016,8.699999999999999,1,2073.775,-.57661122
-2408.948,.925,1,7790.136,.051403448
1742,52.35,1,11647.291,.67353833
143,21,.99073309,10265.657,-1.0216999
344.095,1.154,1,924.643,-.73809332
-12.301,.484,1,2598.136,-.77947664
48.584,.963,1,2912.073,-.49587011
-149.4,.6929999999999999,.57447338,7021.364,.86083966
423.223,31.1,1,3878.509,-.79767799
208.525,78.5,.81186247,3926.493,.73871535
219.83,.49,1,1668.569,-1.1620256
11.058,.535,1,3448.802,-.86926734
-9.148999999999999,2.02,1,1835.107,.11070067
73.5,7.2,1,8707.319,.25426888
159.2,1.984,1,3047.93,-.13152254
95.069,44.5,1,3894.984,-1.1206423
322.3,1.121,1,5601.064,-1.183182
-47.426,19.742,1,23555.834,-.21226361
96.03700000000001,.342,1,12458.77,-.95916015
69.09,2.003,1,2755.442,-1.2427666
192.789,11.9,.486148,8977.413,-.35258937
3808,11.3,1,10288.458,1.5481516
16348,61.814,.98812294,.001,-1.2912762
96.89400000000001,47.9,1,8586.078,-1.0399013
189.474,3.209,.83728969,3232.797,-.9409588
85.63,.026,1,4756.266,.33500996
35.172,1.26,1,8549.128000000001,-1.4849899
136.15,9.4,1,5291.696,-.21226361
-54.806,2.3,.81259215,13526.894,-.73809332
3.327,.348,1,3526.37,-.20902115
296.689,1.295,1,5429.93,-.8784191
84.732,4.272,.79092348,5622.918,-1.183182
115.991,3.108,1,4584.364,-1.183182
19.911,1.237,1,2366.729,.91850096
1000.4,8.9,.35120898,9796.134,-.05078147
139.598,.05,1,6446.258,-1.4042488
99.907,.259,1,1624.182,-.13152254
101.904,2.265,1,1522.119,-.61799449
-78.82599999999999,1.618,1,6162.418,1.3958211
32.335,10.922,1,3380.323,-1.102441
51.565,24.1,.68683696,7375.144,.029959602
-487.771,.139,1,4465.955,-.6361959
51.5,6.655,1,1793.71,-1.4042488
-72,2.142,.5184952,2906.855,-.17290583
1274,5.549,1,9086.468000000001,-1.102441
33.03,1.696,1,3473.582,.051403448
-3.35,2.398,1,812.668,.45510882
111.88,29,1,6550.967,-.32523623
35.014,.04,1,652.25,-.9409588
30.004,4.35,.91422975,7681.489,.30277839
699.9,2.9,1,5641.383,1.2736968
114.91,5.88,1,6478.982,1.1444463
1034,7,.94736689,26915.923,-.23046499
-318,4.4,.59241742,6411.74,-1.3720173
44.13,.622,1,3800.643,-.86021769
12.172,2,1,545.189,-1.4849899
375.1,4.3,1,7166.562,-.32523623
70.462,.451,1,1132.161,-1.0005435
15.807,.857,1,4080.173,.33500996
106.386,6.4,.66937208,2947.644,1.751017
1562,13,.68106258,19372.3,.33500996
-83.196,5.4,.99799228,5034.902,-.047539003
232.573,13.4,.97340852,2434.209,-1.4849899
527,54.091,.52835447,7082.177,.051403448
406.756,7.347,.53266591,6441.571,.667126
1922,9.199999999999999,.65679663,46640.507,2.2768466
-65.687,7.7,1,9960.379000000001,-1.183182
-12.206,.54,1,1422.573,-.43333042
475.602,59.33,1,13561.077,-1.4849899
631.5,55,1,13691.546,-.25364691
-104.815,1.179,1,1514.165,-1.4849899
-10.535,.917,1,5326.096,-.73809332
40.63,1.895,1,6974.943,-.57661122
-115.3,8.5,.78982842,9505.924999999999,-1.102441
63.013,1.577,.50283563,3120.907,-.29300469
112.784,1.2,1,2218.337,-1.5657309
57.68,7.6,1,2717.865,.86083966
23.552,2.3,1,1382.267,-1.2427666
.136,2.379,1,715.7190000000001,.033202071
105.227,1.859,1,5420.904,2.4776866
130.736,41,.99961311,6056.475,.41575104
203,22,.67111874,6273.305,-1.183182
26.346,1.387,1,6637.978,.23282504
612,37.7,.65516961,13097.307,.86999142
42.863,1.4,1,5527.201,6.7327576
186.2,3.458,1,6319.722,-1.0216999
220.374,3.018,1,3460.638,-1.3235078
837.8,10,1,2889.2,-1.0216999
58.384,.6,1,7541.457,-1.183182
428.855,65.3,.87368029,11955.112,-.11036614
546.421,6.35,1,4527.719,-.57661122
235.087,28.33,.52313048,3418.856,.49649212
242.154,3.74,1,1413.416,-1.5657309
62.87,1.292,1,3642.927,.11070067
196,6,.99618614,10029.135,1.831758
8.965999999999999,.674,.74749804,1703.728,-.9409588
1844,56.6,.88533211,18034.506,1.3544378
101.863,2.247,1,2982.751,-1.5657309
94.40000000000001,.716,1,4372.834,-1.5657309
49,1.087,1,800,-1.102441
142,9.85,.724338,6719.374,-.65735227
287.1,7.4,1,6446.302,.41575104
26.197,.494,1,1750.685,-1.4849899
216.869,28.3,1,3864.459,-1.2427666
2297,15.036,.94595623,8505.928,.33500996
-100.833,5.442,1,22452.322,-1.5657309
44.802,18.226,1,4417.2,-.95916015
83.3,1.3,1,119222.614,-1.0399013
-363.278,.274,1,1619.43,-.86021769
35.1,5.8,1,4025.197,-.27156085
-10.968,.861,1,3325.866,.029959602
29.446,.55,1,2151.853,1.2828485
124.476,.204,1,2795.377,-1.1206423
223.648,2.754,1,6429.928,-.57661122
23.864,.069,1,4202.185,-.27156085
320.008,26.5,1,18562.988,2.3989711
-174.104,.102,1,2662.616,-1.0399013
55.432,16.494,1,2333.978,-.73809332
-56.433,1.842,1,674.958,-1.3235078
27.358,.12,1,1653.353,.41575104
-77.83,.244,1,452.413,-.79767799
18.042,.036,1,2695.613,-1.3235078
-213.047,.106,.63874155,4280.44,-.57661122
7.428,.9379999999999999,.78513807,3179.741,-.27156085
6328,11.3,1,9566.556,1.2614046
43.642,6.845,1,5276.355,-1.5657309
6873,80.2,1,14500.568,-.65735227
111.4,6,.52964288,2785.713,.41575104
14.558,1.006,1,4603.062,.16245265
764,19,1,9876.442999999999,.29362667
16.093,2.693,.87771535,3507.044,1.6702759
-524.776,.893,1,2852.383,-1.4042488
7.846,2.335,1,3704.952,-.05078147
65.861,.304,1,4865.101,-1.102441
606.828,3.5,1,7999.844,.41575104
20,4.1,1,3066.147,.59717262
73.315,5.6,1,4086.916,-1.2912762
169.239,6.6,1,3238.045,2.2052574
892,7.3,.85779101,7225.934,1.1444463
48.047,.312,1,1671.779,.78009862
55.9,4.2,1,4625.325,.78009862
25.62,4.502,1,1214.173,-1.183182
-204.9,1.5,.71803588,4190.912,-1.183182
27.302,4.075,1,2353.613,-.19081977
507.577,7.918,1,4426.587,-1.0216999
1364,8.199999999999999,1,4025.768,-.036853384
-2.226,6.9,1,7254.698,.55578935
7.064,.995,.87102789,5211.652,-.21226361
11.868,.996,1,5234.813,-.73809332
7.987,4.018,1,3638.585,.33500996
7.123,.244,1,2447.995,1.9701604
4.639,1.046,1,2588.097,-1.5657309
31.617,.527,1,836.53,-1.4042488
-20.008,.638,1,2259.87,-.73809332
38.415,1.012,1,2997.528,-1.183182
10.859,.5,1,2706.594,.17352781
288.086,17.955,1,5726.688,.21288559
34.706,.391,1,3860.113,-1.5657309
27.558,2.95,1,2480.681,.30277839
82.128,.504,1,2754.49,-1.4849899
124.437,.04,1,4507.086,-1.5657309
-553.929,.804,1,2102.548,-1.3720173
5.591,3.4,1,1640.625,.42490277
79.413,.013,1,5489.284,.060555182
13.944,.344,1,2227.715,.12309488
404,36,.9625625,6919.683,.5772332
-22,1.398,.89686918,5919.965,2.9227753
2852,45.44,.59904641,17351.26,.69935757
22.95,1.48,1,5305.752,.17352781
-1727,1.04,1,7045.176,.72478724
366.788,2.506,1,17502.327,-.73809332
46.514,1.549,1,1928.438,2.2354634
-745.547,.282,1,3764.008,-1.2013834
8.705,.9379999999999999,1,1060.9,-1.3235078
12.896,7.295,1,1459.077,-.33114552
38.536,11.55,1,1619.809,-.73809332
315,21.4,.50128996,7331.739,.78009862
340,12.7,1,6953.47,.69935757
43.992,1.132,1,1021.019,2.1153646
10.026,.593,1,1837.294,.50564384
122.799,10,1,5293.718,.051403448
112.554,26.4,1,8251.848,.78009862
839.1,12.689,1,10580.69,-.73485088
198,3.008,1,1478.11,-.27156085
205.461,1.036,.9991591,4467.997,-.1100787
66.291,1.6,1,21169.067,1.9701604
-43.59,1.3,1,2917.723,.42490277
10.534,.352,1,4159.128,-.59481257
25.598,.35,1,3747.358,1.3866694
